参数一,参数二,参数三,参数四,参数五
1.0,48627,1.0,7013,13000534
1.0,24753,1.0,9517,13000666
0.0,18855,1.0,6217,13000184
0.0,24809,1.0,4775,13000013
1.0,36649,1.0,8869,13000162
1.0,22720,1.0,1538,13000174
0.0,12552,1.0,29,13000251
0.0,33348,1.0,6803,13000093
0.0,5195,1.0,8850,13000631
0.0,30737,1.0,2389,13000243
1.0,7486,1.0,3969,13000256
0.0,22210,1.0,8720,13000778
1.0,39383,1.0,2004,13000936
0.0,24755,1.0,6232,13000372
0.0,24577,1.0,365,13000895
0.0,9126,1.0,7100,13000809
1.0,27744,1.0,1033,13000068
0.0,1552,1.0,1120,13000987
1.0,46564,1.0,5732,13000020
1.0,27690,1.0,6312,13000584
1.0,27034,1.0,2477,13000077
0.0,23106,1.0,2442,13000024
0.0,45106,1.0,1197,13000518
0.0,4594,1.0,4975,13000542
0.0,39289,1.0,3908,13000810
0.0,37431,1.0,4737,13000388
0.0,21430,1.0,1736,13000839
1.0,34994,1.0,7499,13000671
1.0,27553,1.0,1084,13000053
1.0,11242,1.0,2307,13000144
1.0,9233,1.0,3773,13000894
1.0,8081,1.0,8739,13000068
0.0,39500,1.0,8035,13000664
1.0,27320,1.0,1002,13000008
1.0,27775,1.0,1761,13000057
0.0,5785,1.0,9214,13000812
0.0,701,1.0,8451,13000246
0.0,27795,1.0,2443,13000757
1.0,27740,1.0,1704,13000044
0.0,48110,1.0,6716,13000609
1.0,34417,1.0,5775,13000991
0.0,47891,1.0,8203,13000499
1.0,2404,1.0,9262,13000564
1.0,27499,1.0,7851,13000936
1.0,27043,1.0,1228,13000001
1.0,12965,1.0,8904,13000448
1.0,10802,1.0,9028,13000860
0.0,41369,1.0,9094,13000907
0.0,6642,1.0,6858,13000319
0.0,43751,1.0,6838,13000657
0.0,5393,1.0,7465,13000748
0.0,18957,1.0,4505,13000894
0.0,45101,1.0,3552,13000774
0.0,40074,1.0,2924,13000156
0.0,23799,1.0,6913,13000418
0.0,5211,1.0,4094,13000898
