参数一,参数二,参数三,参数四,参数五
0.0,17146,1.0,6270,13000849
0.0,9298,1.0,31569,13000396
1.0,29019,1.0,16439,13000483
1.0,27073,1.0,88925,13000971
1.0,39302,1.0,84864,13000490
1.0,2203,1.0,45202,13000765
1.0,4639,1.0,58498,13000939
0.0,20866,1.0,77802,13000711
1.0,49609,1.0,36187,13000936
0.0,17616,1.0,37714,13000361
0.0,33867,1.0,63047,13000046
1.0,48865,1.0,15703,13000308
0.0,21941,1.0,18941,13000637
1.0,42204,1.0,70664,13000158
1.0,4484,1.0,53207,13000815
0.0,48302,1.0,49778,13000503
1.0,11119,1.0,21408,13000110
1.0,5054,1.0,22131,13000068
0.0,44708,1.0,90580,13000523
1.0,10128,1.0,52650,13000178
0.0,46974,1.0,99870,13000480
1.0,12431,1.0,14998,13000034
1.0,27906,1.0,83818,13000971
0.0,30295,1.0,12828,13000002
1.0,38866,1.0,87477,13000084
0.0,15968,1.0,67097,13000618
1.0,49809,1.0,56890,13000803
1.0,36035,1.0,54958,13000443
0.0,31880,1.0,66229,13000989
1.0,17916,1.0,67884,13000879
1.0,30199,1.0,95715,13000636
0.0,40656,1.0,27577,13000829
1.0,26846,1.0,41662,13000907
0.0,30271,1.0,98026,13000470
1.0,39213,1.0,90186,13000009
0.0,41937,1.0,63130,13000531
0.0,6375,1.0,52490,13000426
1.0,10793,1.0,28476,13000292
1.0,37878,1.0,790,13000553
0.0,32029,1.0,92404,13000002
1.0,27000,1.0,26249,13000133
1.0,45743,1.0,24065,13000675
0.0,44368,1.0,35739,13000115
1.0,22409,1.0,37841,13000766
1.0,1933,1.0,51250,13000489
0.0,46394,1.0,21582,13000806
0.0,42589,1.0,82811,13000383
0.0,45857,1.0,70821,13000348
0.0,22336,1.0,1987,13000278
1.0,39188,1.0,928,13000855
1.0,35908,1.0,54120,13000499
1.0,3729,1.0,2975,13000757
1.0,12777,1.0,21027,13000928
1.0,27452,1.0,75685,13000983
0.0,24060,1.0,74644,13000500
0.0,31997,1.0,27074,13000278
0.0,13898,1.0,20294,13000748
0.0,28156,1.0,17048,13000060
1.0,21187,1.0,48789,13000312
0.0,22786,1.0,68932,13000419
1.0,39176,1.0,62261,13000105
0.0,3856,1.0,46355,13000238
1.0,9201,1.0,80646,13000700
0.0,42598,1.0,92560,13000344
1.0,18056,1.0,94907,13000270
1.0,37533,1.0,25170,13000551
0.0,3566,1.0,12500,13000698
1.0,27921,1.0,81517,13000984
0.0,18351,1.0,16552,13000047
1.0,4616,1.0,2708,13000836
1.0,1900,1.0,59529,13000435
1.0,35310,1.0,82729,13000365
1.0,9833,1.0,19857,13000592
0.0,48460,1.0,71091,13000976
1.0,5881,1.0,25304,13000026
1.0,7485,1.0,22187,13000101
0.0,14810,1.0,81348,13000092
1.0,2562,1.0,6158,13000494
0.0,29970,1.0,17339,13000544
1.0,37511,1.0,45948,13000726
1.0,15072,1.0,40411,13000749
0.0,4100,1.0,47913,13000557
1.0,26831,1.0,17994,13000499
1.0,40992,1.0,45543,13000606
0.0,18073,1.0,31708,13000130
0.0,49027,1.0,56610,13000413
0.0,36529,1.0,7450,13000867
0.0,46042,1.0,20509,13000128
0.0,17983,1.0,81510,13000984
1.0,44929,1.0,32018,13000887
1.0,5017,1.0,62082,13000492
1.0,2240,1.0,11650,13000161
1.0,11631,1.0,56379,13000396
1.0,27666,1.0,53165,13000954
0.0,6133,1.0,54846,13000138
0.0,27996,1.0,73606,13000066
1.0,29585,1.0,25579,13000564
1.0,14488,1.0,11173,13000300
1.0,42200,1.0,3629,13000504
1.0,47854,1.0,17525,13000897
1.0,4699,1.0,29785,13000534
0.0,35377,1.0,28675,13000508
0.0,40925,1.0,14444,13000611
0.0,43594,1.0,17050,13000139
1.0,27926,1.0,13695,13000401
1.0,5209,1.0,69692,13000253
0.0,32693,1.0,38935,13000037
0.0,28190,1.0,30838,13000812
1.0,4921,1.0,44282,13000847
1.0,27789,1.0,89412,13000996
0.0,12384,1.0,40122,13000394
1.0,34659,1.0,28374,13000495
1.0,20750,1.0,99337,13000272
0.0,19928,1.0,65516,13000048
0.0,26265,1.0,97342,13000960
0.0,49824,1.0,25420,13000985
1.0,39459,1.0,56144,13000779
1.0,10763,1.0,55810,13000539
1.0,5882,1.0,24921,13000690
0.0,19364,1.0,10978,13000174
1.0,10850,1.0,40465,13000249
1.0,29969,1.0,54577,13000944
1.0,33405,1.0,43138,13000367
1.0,36153,1.0,38907,13000264
0.0,42102,1.0,62232,13000591
0.0,27347,1.0,5412,13000402
1.0,20514,1.0,35596,13000664
1.0,18359,1.0,38648,13000607
0.0,41025,1.0,44259,13000270
1.0,1919,1.0,23963,13000026
1.0,2970,1.0,70581,13000275
0.0,8894,1.0,33346,13000571
1.0,40121,1.0,36681,13000678
1.0,27781,1.0,75815,13000938
0.0,27471,1.0,91347,13000357
1.0,14232,1.0,16801,13000236
1.0,27906,1.0,84798,13000962
0.0,32465,1.0,21903,13000444
0.0,33829,1.0,50712,13000652
1.0,21331,1.0,38473,13000194
1.0,45421,1.0,88651,13000887
0.0,27647,1.0,57502,13000322
1.0,12178,1.0,93704,13000077
1.0,40850,1.0,2384,13000577
0.0,30093,1.0,41910,13000889
1.0,35645,1.0,15370,13000779
1.0,8905,1.0,34394,13000458
1.0,29584,1.0,19797,13000953
0.0,32937,1.0,29559,13000092
0.0,8390,1.0,82870,13000287
0.0,17955,1.0,89666,13000498
1.0,31249,1.0,78957,13000648
1.0,30157,1.0,77470,13000624
0.0,21252,1.0,7078,13000592
0.0,17037,1.0,85803,13000879
0.0,11900,1.0,51649,13000040
1.0,31927,1.0,79952,13000718
0.0,5152,1.0,83619,13000202
0.0,34408,1.0,26183,13000862
0.0,13748,1.0,30966,13000041
1.0,23009,1.0,28982,13000108
0.0,44929,1.0,48648,13000187
0.0,10259,1.0,3040,13000705
0.0,1078,1.0,55960,13000599
0.0,3305,1.0,68895,13000461
1.0,41711,1.0,54200,13000018
1.0,14897,1.0,55367,13000921
1.0,25356,1.0,79680,13000235
0.0,2349,1.0,50560,13000966
0.0,43034,1.0,14419,13000039
1.0,31512,1.0,18420,13000549
1.0,27349,1.0,82883,13000952
0.0,375,1.0,84837,13000730
1.0,14346,1.0,80808,13000252
0.0,37023,1.0,19614,13000646
0.0,10977,1.0,56107,13000718
1.0,23884,1.0,86384,13000730
0.0,21976,1.0,35382,13000652
0.0,1626,1.0,34593,13000003
1.0,42315,1.0,22874,13000380
0.0,23635,1.0,24290,13000581
0.0,37615,1.0,61352,13000594
1.0,3041,1.0,95481,13000697
0.0,42962,1.0,92913,13000700
1.0,21044,1.0,10516,13000885
0.0,5429,1.0,63056,13000536
1.0,27451,1.0,45371,13000987
0.0,27246,1.0,82920,13000219
1.0,12932,1.0,13063,13000856
0.0,31483,1.0,14538,13000357
1.0,7656,1.0,64142,13000142
1.0,27823,1.0,77272,13000943
1.0,36931,1.0,89781,13000453
1.0,30405,1.0,54814,13000051
1.0,35245,1.0,84250,13000937
1.0,11575,1.0,97163,13000700
0.0,46552,1.0,71748,13000444
0.0,39529,1.0,99077,13000513
1.0,2628,1.0,59614,13000030
1.0,34113,1.0,53458,13000006
0.0,9599,1.0,21901,13000565
0.0,12700,1.0,52698,13000228
0.0,20818,1.0,46292,13000082
0.0,27558,1.0,91368,13000773
1.0,5110,1.0,98419,13000330
0.0,461,1.0,42642,13000604
1.0,23577,1.0,48949,13000702
1.0,17120,1.0,839,13000311
0.0,24030,1.0,8105,13000200
0.0,28624,1.0,47110,13000426
0.0,15145,1.0,18476,13000677
1.0,39747,1.0,28075,13000754
0.0,35792,1.0,74056,13000349
1.0,27623,1.0,83981,13000964
1.0,39228,1.0,14413,13000212
1.0,27254,1.0,81740,13000935
0.0,5937,1.0,11899,13000530
1.0,23089,1.0,37179,13000692
0.0,23853,1.0,64268,13000823
1.0,42282,1.0,77517,13000977
0.0,4186,1.0,56033,13000472
0.0,36817,1.0,29792,13000261
0.0,41618,1.0,63495,13000777
1.0,39255,1.0,39029,13000271
0.0,2569,1.0,74567,13000223
1.0,14448,1.0,75728,13000055
0.0,32752,1.0,22562,13000605
0.0,17164,1.0,59119,13000340
0.0,10056,1.0,18305,13000551
1.0,29276,1.0,2520,13000799
0.0,21266,1.0,85576,13000264
1.0,42079,1.0,52487,13000243
1.0,5341,1.0,74043,13000668
1.0,24451,1.0,47688,13000049
0.0,31308,1.0,67689,13000210
1.0,16841,1.0,61383,13000628
0.0,22597,1.0,3923,13000541
1.0,30483,1.0,91850,13000452
0.0,29597,1.0,21696,13000332
1.0,14464,1.0,50006,13000491
0.0,513,1.0,56684,13000300
0.0,10942,1.0,66052,13000586
0.0,19507,1.0,71272,13000560
0.0,28687,1.0,36269,13000442
0.0,21897,1.0,57265,13000382
0.0,8313,1.0,34672,13000531
0.0,24122,1.0,1628,13000906
0.0,13549,1.0,29271,13000124
0.0,8852,1.0,12756,13000491
0.0,7935,1.0,66782,13000903
0.0,42289,1.0,10283,13000696
1.0,29364,1.0,16177,13000959
0.0,42552,1.0,27287,13000891
0.0,10068,1.0,56134,13000181
1.0,23891,1.0,53298,13000240
1.0,4896,1.0,18785,13000631
0.0,40189,1.0,9472,13000619
0.0,31479,1.0,53820,13000433
0.0,33166,1.0,29874,13000511
0.0,40167,1.0,41780,13000825
1.0,49029,1.0,1095,13000363
1.0,3362,1.0,881,13000034
0.0,43511,1.0,30438,13000998
1.0,10887,1.0,53991,13000050
0.0,43461,1.0,52827,13000373
0.0,22116,1.0,83193,13000551
1.0,27987,1.0,82331,13000960
1.0,30758,1.0,62720,13000557
0.0,41362,1.0,37687,13000128
1.0,33540,1.0,57760,13000270
0.0,19970,1.0,9652,13000962
0.0,37420,1.0,40185,13000647
0.0,46256,1.0,36641,13000644
0.0,41312,1.0,8289,13000121
1.0,36025,1.0,1189,13000945
0.0,33413,1.0,46618,13000741
1.0,27907,1.0,88128,13000922
0.0,47066,1.0,49647,13000674
1.0,27797,1.0,70352,13000157
0.0,27886,1.0,70619,13000018
1.0,17542,1.0,80748,13000097
0.0,9995,1.0,22365,13000037
0.0,11931,1.0,40283,13000786
0.0,18811,1.0,4286,13000230
0.0,41669,1.0,88711,13000723
0.0,33435,1.0,35121,13000565
0.0,5463,1.0,68498,13000057
1.0,9094,1.0,62480,13000848
0.0,33875,1.0,73338,13000620
1.0,14912,1.0,77110,13000721
0.0,15290,1.0,46621,13000539
1.0,30820,1.0,47643,13000223
1.0,47514,1.0,3976,13000677
0.0,16347,1.0,51618,13000438
1.0,27365,1.0,80947,13000912
1.0,13947,1.0,28902,13000741
0.0,11879,1.0,954,13000185
1.0,36772,1.0,6759,13000904
0.0,35312,1.0,14416,13000485
0.0,38745,1.0,90385,13000138
1.0,14876,1.0,30156,13000847
1.0,27281,1.0,88832,13000906
1.0,38293,1.0,62807,13000398
1.0,28916,1.0,76260,13000920
0.0,21249,1.0,12378,13000418
1.0,44362,1.0,19798,13000976
0.0,38427,1.0,29913,13000908
0.0,16621,1.0,11187,13000403
0.0,39138,1.0,97241,13000323
0.0,13033,1.0,16223,13000371
1.0,38414,1.0,13739,13000733
1.0,47940,1.0,96825,13000244
0.0,10753,1.0,24070,13000763
0.0,14790,1.0,94154,13000077
0.0,30278,1.0,44648,13000909
0.0,42213,1.0,78910,13000997
1.0,46443,1.0,19608,13000142
0.0,31760,1.0,66668,13000516
0.0,43100,1.0,47678,13000582
0.0,13785,1.0,44802,13000545
0.0,20960,1.0,75190,13000119
1.0,27066,1.0,36549,13000877
0.0,19186,1.0,62082,13000718
0.0,4954,1.0,67960,13000410
1.0,5705,1.0,36318,13000322
0.0,14319,1.0,29011,13000966
1.0,49199,1.0,75050,13000628
1.0,41575,1.0,10818,13000987
1.0,34413,1.0,61241,13000154
1.0,4602,1.0,42908,13000176
0.0,36330,1.0,39699,13000975
0.0,48737,1.0,70662,13000519
1.0,28785,1.0,36680,13000579
0.0,8061,1.0,24898,13000693
0.0,40056,1.0,46536,13000003
1.0,46242,1.0,99163,13000178
0.0,10655,1.0,1742,13000159
1.0,39623,1.0,10743,13000089
0.0,41973,1.0,43543,13000442
1.0,43121,1.0,89157,13000839
0.0,39328,1.0,44767,13000873
0.0,20118,1.0,46280,13000580
1.0,9974,1.0,48785,13000046
0.0,22269,1.0,80192,13000228
1.0,38507,1.0,32892,13000677
0.0,18149,1.0,53942,13000294
1.0,1572,1.0,91640,13000987
1.0,27353,1.0,88528,13000982
1.0,16694,1.0,10944,13000857
0.0,27305,1.0,51254,13000371
0.0,24883,1.0,46966,13000959
0.0,41875,1.0,33640,13000082
1.0,41655,1.0,33955,13000226
1.0,617,1.0,77684,13000980
1.0,9070,1.0,56926,13000158
0.0,13231,1.0,63399,13000788
0.0,22354,1.0,70273,13000301
0.0,12740,1.0,20791,13000310
1.0,25620,1.0,68531,13000801
0.0,998,1.0,15359,13000392
0.0,10812,1.0,86226,13000366
0.0,11517,1.0,28902,13000679
0.0,10471,1.0,66846,13000888
0.0,17502,1.0,94018,13000688
0.0,1214,1.0,85012,13000691
1.0,43034,1.0,14902,13000093
0.0,25828,1.0,35822,13000321
1.0,39667,1.0,78037,13000976
1.0,41054,1.0,16494,13000037
1.0,27063,1.0,82621,13000988
0.0,22225,1.0,33083,13000675
1.0,38826,1.0,47692,13000644
1.0,27912,1.0,89819,13000986
1.0,710,1.0,96256,13000288
1.0,49166,1.0,2892,13000808
1.0,27158,1.0,81103,13000983
1.0,12758,1.0,68769,13000344
1.0,167,1.0,91553,13000454
0.0,16515,1.0,28488,13000015
0.0,20599,1.0,10851,13000692
0.0,11937,1.0,9297,13000971
0.0,15660,1.0,43094,13000858
1.0,33604,1.0,77760,13000504
0.0,37927,1.0,41431,13000399
1.0,28545,1.0,71229,13000814
0.0,42587,1.0,26560,13000779
