参数一,参数二,参数三,参数四,参数五
1.0,40157,1.0,3335,13000651
0.0,30258,1.0,1256,13000252
1.0,9574,1.0,4494,13000070
0.0,17015,1.0,8184,13000062
1.0,42540,1.0,1483,13000028
1.0,44263,1.0,8951,13000685
1.0,28788,1.0,5235,13000773
0.0,25673,1.0,4622,13000032
0.0,32268,1.0,1464,13000819
0.0,924,1.0,8083,13000171
1.0,37170,1.0,2846,13000773
1.0,6214,1.0,7601,13000870
1.0,23511,1.0,4882,13000662
0.0,7202,1.0,9208,13000433
1.0,49016,1.0,8692,13000355
1.0,27873,1.0,2406,13000056
1.0,14468,1.0,7921,13000401
1.0,24593,1.0,9466,13000845
1.0,16269,1.0,7156,13000183
0.0,32066,1.0,6525,13000379
1.0,47231,1.0,4813,13000341
1.0,42402,1.0,3083,13000203
0.0,10390,1.0,8441,13000641
1.0,3244,1.0,3192,13000451
0.0,19146,1.0,2863,13000159
0.0,37254,1.0,1694,13000725
1.0,2794,1.0,250,13000029
0.0,4661,1.0,1018,13000956
1.0,20985,1.0,4976,13000859
0.0,25154,1.0,3094,13000294
1.0,44086,1.0,8503,13000363
1.0,33774,1.0,7193,13000250
0.0,24383,1.0,3638,13000760
1.0,17782,1.0,4168,13000865
0.0,13374,1.0,871,13000146
1.0,20362,1.0,9890,13000819
0.0,15677,1.0,3133,13000422
1.0,33006,1.0,9442,13000620
0.0,10617,1.0,4083,13000381
1.0,7494,1.0,348,13000288
1.0,9885,1.0,5201,13000881
1.0,20757,1.0,7139,13000213
0.0,444,1.0,9628,13000934
0.0,29207,1.0,1555,13000987
0.0,45177,1.0,1362,13000980
1.0,26864,1.0,5540,13000161
1.0,4195,1.0,4221,13000419
1.0,20506,1.0,1094,13000479
1.0,38424,1.0,1786,13000054
0.0,46816,1.0,4188,13000142
0.0,46262,1.0,5922,13000648
0.0,22689,1.0,1216,13000512
0.0,47391,1.0,13,13000199
0.0,21619,1.0,6308,13000314
1.0,20653,1.0,8049,13000901
0.0,47862,1.0,8394,13000834
1.0,7295,1.0,9808,13000941
1.0,19870,1.0,2960,13000757
0.0,44357,1.0,4362,13000888
1.0,2991,1.0,75,13000413
1.0,27003,1.0,7951,13000967
0.0,20577,1.0,1061,13000264
0.0,49690,1.0,6675,13000200
0.0,37609,1.0,223,13000131
1.0,21973,1.0,8419,13000776
0.0,36988,1.0,558,13000681
0.0,3801,1.0,6676,13000736
0.0,12740,1.0,7977,13000789
0.0,45899,1.0,1334,13000879
0.0,4733,1.0,7576,13000731
0.0,32385,1.0,7122,13000636
1.0,42023,1.0,7840,13000044
0.0,42519,1.0,4878,13000529
1.0,27971,1.0,9952,13000377
0.0,41627,1.0,9135,13000254
0.0,5170,1.0,2521,13000706
0.0,12728,1.0,4944,13000311
0.0,37507,1.0,4301,13000350
1.0,22781,1.0,5322,13000521
1.0,12696,1.0,9130,13000803
1.0,36288,1.0,2691,13000333
1.0,16054,1.0,5286,13000638
0.0,20221,1.0,4203,13000177
0.0,49932,1.0,329,13000727
0.0,19300,1.0,6108,13000117
0.0,13463,1.0,1462,13000748
1.0,18446,1.0,9833,13000739
0.0,42334,1.0,2085,13000224
1.0,48328,1.0,6926,13000920
0.0,41176,1.0,9740,13000255
0.0,12202,1.0,1684,13000781
1.0,39372,1.0,8028,13000954
0.0,14282,1.0,100,13000561
1.0,27975,1.0,9625,13000073
1.0,32382,1.0,7331,13000716
0.0,49826,1.0,6549,13000733
0.0,354,1.0,4658,13000697
1.0,36390,1.0,5480,13000146
1.0,27540,1.0,8183,13000943
1.0,45053,1.0,2649,13000734
1.0,26081,1.0,6827,13000256
1.0,33839,1.0,1474,13000674
1.0,5859,1.0,9185,13000741
1.0,30558,1.0,621,13000026
0.0,13965,1.0,3786,13000452
1.0,26706,1.0,4496,13000992
0.0,38151,1.0,5434,13000784
0.0,9784,1.0,5622,13000264
1.0,4656,1.0,1134,13000236
1.0,5977,1.0,1676,13000438
0.0,28693,1.0,1735,13000933
1.0,23482,1.0,9893,13000852
1.0,31423,1.0,726,13000666
0.0,43651,1.0,6070,13000486
1.0,767,1.0,1149,13000087
1.0,31526,1.0,283,13000576
1.0,22678,1.0,676,13000552
1.0,17053,1.0,8825,13000885
0.0,24859,1.0,3740,13000329
1.0,27417,1.0,8079,13000947
0.0,28361,1.0,2513,13000467
0.0,23541,1.0,1680,13000482
1.0,11635,1.0,1754,13000784
0.0,22181,1.0,4067,13000729
0.0,38307,1.0,5432,13000658
1.0,7138,1.0,7278,13000778
0.0,2001,1.0,5603,13000969
1.0,30296,1.0,8478,13000969
1.0,11727,1.0,7565,13000390
1.0,45784,1.0,5820,13000040
1.0,15158,1.0,2965,13000748
0.0,16120,1.0,2400,13000197
1.0,33416,1.0,3833,13000857
0.0,25279,1.0,8035,13000869
1.0,5185,1.0,3298,13000187
0.0,2139,1.0,3741,13000083
1.0,14931,1.0,3191,13000144
1.0,14413,1.0,8935,13000038
0.0,39233,1.0,3331,13000178
1.0,29488,1.0,4814,13000990
1.0,27459,1.0,8728,13000941
0.0,16123,1.0,6440,13000312
1.0,18782,1.0,8908,13000134
0.0,25433,1.0,573,13000062
1.0,12736,1.0,5507,13000089
1.0,26730,1.0,7825,13000524
0.0,2930,1.0,2495,13000948
1.0,49381,1.0,9336,13000887
1.0,2234,1.0,5043,13000828
0.0,7228,1.0,6653,13000222
1.0,15154,1.0,336,13000021
1.0,38069,1.0,4269,13000890
1.0,39602,1.0,9952,13000802
1.0,40833,1.0,2000,13000571
0.0,7415,1.0,8910,13000239
0.0,18128,1.0,7603,13000592
0.0,45834,1.0,3127,13000311
1.0,14307,1.0,2005,13000047
1.0,2977,1.0,9493,13000676
1.0,38881,1.0,6639,13000357
0.0,13380,1.0,7026,13000399
1.0,47503,1.0,1315,13000145
1.0,30789,1.0,5259,13000212
0.0,44708,1.0,7821,13000794
0.0,18160,1.0,7871,13000624
1.0,49488,1.0,7444,13000305
1.0,24605,1.0,8136,13000301
1.0,11282,1.0,8286,13000370
1.0,42622,1.0,8931,13000460
0.0,31547,1.0,2408,13000091
1.0,37865,1.0,9405,13000914
0.0,27840,1.0,5766,13000464
1.0,21924,1.0,6635,13000942
1.0,31490,1.0,2600,13000837
0.0,28178,1.0,7379,13000986
1.0,18069,1.0,1456,13000690
0.0,8519,1.0,5990,13000108
1.0,14895,1.0,6602,13000786
0.0,17380,1.0,6486,13000083
1.0,13975,1.0,8917,13000835
0.0,2660,1.0,5134,13000264
1.0,7508,1.0,9793,13000748
0.0,36250,1.0,3043,13000249
0.0,16521,1.0,8919,13000371
0.0,27993,1.0,9330,13000007
0.0,26478,1.0,1370,13000333
0.0,10372,1.0,2155,13000193
0.0,1816,1.0,9633,13000800
0.0,14467,1.0,2424,13000363
0.0,12886,1.0,9946,13000873
0.0,37089,1.0,7700,13000812
1.0,2091,1.0,4295,13000610
1.0,41728,1.0,1466,13000992
1.0,46707,1.0,2269,13000976
1.0,19564,1.0,2782,13000027
0.0,9509,1.0,1926,13000834
0.0,45246,1.0,3727,13000904
1.0,27169,1.0,6937,13000751
0.0,31382,1.0,9349,13000903
0.0,20737,1.0,781,13000811
1.0,24725,1.0,6329,13000570
1.0,16115,1.0,9631,13000145
0.0,44111,1.0,3757,13000429
1.0,20349,1.0,2897,13000277
0.0,22403,1.0,8789,13000202
1.0,42974,1.0,4707,13000191
1.0,26184,1.0,5096,13000618
0.0,42483,1.0,393,13000180
0.0,15771,1.0,5545,13000679
0.0,37366,1.0,6175,13000811
0.0,42396,1.0,720,13000583
0.0,44514,1.0,8556,13000822
1.0,8582,1.0,3885,13000837
1.0,2148,1.0,9899,13000351
0.0,8537,1.0,2622,13000437
0.0,16367,1.0,8054,13000199
1.0,2059,1.0,8482,13000954
1.0,21614,1.0,7480,13000856
0.0,12220,1.0,1739,13000049
0.0,6048,1.0,6550,13000854
0.0,294,1.0,1317,13000075
0.0,42,1.0,5981,13000827
1.0,12450,1.0,3066,13000899
1.0,16793,1.0,9539,13000210
1.0,27849,1.0,7830,13000954
1.0,7777,1.0,6640,13000505
0.0,22021,1.0,9370,13000841
0.0,2859,1.0,5903,13000619
0.0,37595,1.0,3244,13000823
1.0,48422,1.0,7457,13000108
0.0,8612,1.0,1714,13000524
1.0,22849,1.0,941,13000135
0.0,14268,1.0,4613,13000343
1.0,27746,1.0,8188,13000960
1.0,15385,1.0,1257,13000363
1.0,16703,1.0,3124,13000154
1.0,19495,1.0,8575,13000900
1.0,40849,1.0,2194,13000452
0.0,3567,1.0,9339,13000632
1.0,9104,1.0,796,13000923
1.0,18159,1.0,2935,13000708
0.0,44707,1.0,9944,13000265
0.0,6443,1.0,7214,13000687
0.0,18048,1.0,392,13000990
0.0,41751,1.0,7255,13000742
1.0,25733,1.0,2232,13000167
0.0,10837,1.0,8716,13000591
1.0,29870,1.0,8876,13000189
1.0,5863,1.0,2683,13000948
1.0,16462,1.0,8250,13000271
0.0,6480,1.0,7402,13000435
0.0,19005,1.0,1740,13000733
1.0,12843,1.0,6341,13000145
1.0,16403,1.0,2999,13000681
1.0,127,1.0,2379,13000159
1.0,23984,1.0,5301,13000018
1.0,49772,1.0,427,13000408
1.0,38878,1.0,4065,13000996
1.0,27348,1.0,7514,13000927
1.0,34696,1.0,810,13000947
0.0,15966,1.0,3562,13000341
