参数一,参数二,参数三,参数四,参数五
1.0,9880436,1.0,81949,0.0
0.0,6944343,1.0,80622,2.0
1.0,271278,1.0,35159,1.0
0.0,131071,1.0,26555,1.0
0.0,7165377,1.0,94607,1.0
1.0,5817438,1.0,93706,1.0
0.0,2639736,1.0,44662,1.0
0.0,2481100,1.0,22076,2.0
0.0,3101481,1.0,7686,0.0
1.0,3201194,1.0,40091,1.0
1.0,3913133,1.0,99707,0.0
0.0,3356782,1.0,49126,1.0
1.0,1261538,1.0,44866,0.0
0.0,274433,1.0,24724,2.0
0.0,3152585,1.0,76216,2.0
1.0,7438429,1.0,78231,0.0
1.0,9741108,1.0,46861,2.0
1.0,2610157,1.0,9321,2.0
1.0,27402,1.0,23514,1.0
1.0,9722503,1.0,16857,0.0
1.0,5642985,1.0,73358,1.0
1.0,27269,1.0,8146,0.0
0.0,6670711,1.0,81676,0.0
0.0,5824534,1.0,46815,2.0
1.0,7495159,1.0,88668,1.0
1.0,147038,1.0,28248,0.0
1.0,8918694,1.0,67982,1.0
0.0,2069358,1.0,86519,2.0
1.0,7523379,1.0,89964,0.0
1.0,3347240,1.0,51066,1.0
1.0,3793762,1.0,91465,2.0
0.0,5564372,1.0,98749,1.0
0.0,5552336,1.0,81415,2.0
1.0,9267544,1.0,14290,2.0
0.0,9920592,1.0,33577,2.0
0.0,5276134,1.0,12496,0.0
0.0,9078002,1.0,47279,0.0
1.0,3863956,1.0,33501,1.0
0.0,5331773,1.0,32630,0.0
1.0,27730,1.0,89352,1.0
0.0,1355733,1.0,15385,1.0
1.0,9021862,1.0,84794,0.0
0.0,2807999,1.0,68998,0.0
0.0,1982012,1.0,59747,1.0
1.0,3966997,1.0,1011,1.0
0.0,5052616,1.0,97662,2.0
0.0,7521337,1.0,97402,2.0
1.0,7440445,1.0,65021,0.0
1.0,8655676,1.0,37934,0.0
1.0,5457149,1.0,15663,2.0
1.0,9236984,1.0,97338,1.0
1.0,1921962,1.0,21149,2.0
1.0,9643040,1.0,96689,0.0
0.0,1564497,1.0,51657,1.0
1.0,5702425,1.0,7054,0.0
0.0,6761541,1.0,67513,1.0
0.0,5681929,1.0,91539,2.0
1.0,8014680,1.0,40832,2.0
