参数一,参数二,参数三,参数四,参数五
1.0,27204,1.0,8118,13000950
0.0,28907,1.0,2123,13000230
1.0,18880,1.0,4688,13000289
0.0,25306,1.0,4563,13000148
1.0,24266,1.0,8448,13000539
0.0,29647,1.0,412,13000214
1.0,27477,1.0,7711,13000958
0.0,22795,1.0,2417,13000544
1.0,48240,1.0,2296,13000283
1.0,17975,1.0,4376,13000575
1.0,2159,1.0,1808,13000929
1.0,9306,1.0,1321,13000647
1.0,27518,1.0,1812,13000002
1.0,16233,1.0,1573,13000852
1.0,27335,1.0,8311,13000928
1.0,27007,1.0,8159,13000945
1.0,24961,1.0,745,13000772
1.0,17303,1.0,8622,13000699
1.0,25631,1.0,9042,13000988
0.0,19493,1.0,2703,13000292
1.0,41627,1.0,2477,13000113
0.0,745,1.0,9693,13000526
1.0,1618,1.0,3872,13000551
0.0,12150,1.0,5007,13000393
1.0,26830,1.0,5615,13000011
1.0,14836,1.0,4427,13000077
0.0,31709,1.0,8436,13000940
1.0,27083,1.0,8957,13000902
1.0,49992,1.0,7942,13000564
0.0,47157,1.0,7459,13000952
1.0,6213,1.0,218,13000031
0.0,34269,1.0,3640,13000277
1.0,28145,1.0,6215,13000664
0.0,32220,1.0,5895,13000135
0.0,7734,1.0,8754,13000794
0.0,9721,1.0,2326,13000689
0.0,3021,1.0,4620,13000544
1.0,27789,1.0,2385,13000017
1.0,27669,1.0,7598,13000852
0.0,47128,1.0,4977,13000179
0.0,42548,1.0,3750,13000206
1.0,10390,1.0,1513,13000819
1.0,42645,1.0,918,13000458
0.0,27581,1.0,4165,13000463
0.0,43761,1.0,3394,13000147
1.0,39653,1.0,7058,13000766
1.0,9358,1.0,9869,13000233
1.0,9541,1.0,8519,13000911
1.0,27154,1.0,2369,13000045
0.0,10065,1.0,3459,13000189
1.0,27052,1.0,8896,13000994
0.0,20080,1.0,8960,13000891
0.0,36661,1.0,1944,13000045
1.0,27012,1.0,1551,13000004
1.0,38585,1.0,9106,13000002
1.0,13822,1.0,2485,13000669
1.0,1625,1.0,7721,13000316
0.0,34009,1.0,4948,13000561
0.0,49659,1.0,5644,13000967
1.0,27920,1.0,1189,13000064
1.0,27525,1.0,8566,13000997
0.0,44107,1.0,9724,13000046
1.0,27836,1.0,8391,13000980
1.0,27044,1.0,1295,13000065
1.0,27390,1.0,7604,13000921
0.0,49686,1.0,2919,13000474
0.0,19401,1.0,7411,13000002
0.0,26735,1.0,3648,13000546
0.0,34441,1.0,6373,13000248
1.0,25174,1.0,603,13000922
1.0,16230,1.0,3738,13000134
0.0,31700,1.0,1447,13000888
0.0,39550,1.0,2958,13000028
1.0,23690,1.0,4784,13000109
1.0,23578,1.0,2568,13000089
0.0,44706,1.0,1526,13000114
1.0,43043,1.0,3992,13000737
0.0,38771,1.0,4920,13000473
1.0,22375,1.0,2796,13000565
1.0,39939,1.0,2531,13000097
1.0,31025,1.0,1142,13000467
1.0,27799,1.0,7866,13000933
0.0,17746,1.0,3082,13000343
1.0,10503,1.0,5935,13000952
0.0,27763,1.0,2115,13000098
0.0,35314,1.0,4018,13000031
1.0,39160,1.0,6396,13000357
1.0,27201,1.0,8479,13000970
0.0,40343,1.0,7129,13000033
0.0,33074,1.0,9302,13000710
0.0,26086,1.0,4385,13000106
0.0,2835,1.0,6600,13000572
1.0,1628,1.0,6316,13000135
1.0,13336,1.0,6153,13000414
0.0,11366,1.0,210,13000792
1.0,41737,1.0,4970,13000583
0.0,17268,1.0,9082,13000449
1.0,27176,1.0,1077,13000028
0.0,43642,1.0,2176,13000670
1.0,27361,1.0,8285,13000910
1.0,10673,1.0,4603,13000912
1.0,19440,1.0,6177,13000278
1.0,214,1.0,1485,13000473
1.0,32130,1.0,5170,13000253
1.0,27800,1.0,8081,13000911
