参数一,参数二,参数三,参数四,参数五
0.0,25464,1.0,9108,13000592
1.0,17389,1.0,5959,13000439
1.0,4038,1.0,2199,13000455
1.0,28132,1.0,1511,13000914
1.0,16460,1.0,8110,13000515
1.0,38223,1.0,9157,13000474
1.0,32496,1.0,8501,13000737
0.0,49974,1.0,2037,13000588
0.0,25209,1.0,1556,13000717
0.0,34511,1.0,8597,13000483
0.0,25850,1.0,7040,13000947
1.0,1930,1.0,4652,13000293
1.0,13482,1.0,3019,13000931
0.0,25272,1.0,4242,13000030
1.0,35650,1.0,6183,13000766
0.0,41100,1.0,2633,13000647
0.0,34782,1.0,9546,13000808
0.0,45497,1.0,720,13000435
0.0,1607,1.0,6003,13000899
1.0,37574,1.0,5306,13000099
0.0,10372,1.0,9227,13000585
0.0,282,1.0,8080,13000464
0.0,27097,1.0,2750,13000720
0.0,39475,1.0,8168,13000446
1.0,38484,1.0,9467,13000306
1.0,13900,1.0,7632,13000932
0.0,3577,1.0,1023,13000575
0.0,7724,1.0,9423,13000190
0.0,1170,1.0,4077,13000033
1.0,27631,1.0,1827,13000059
1.0,20989,1.0,5729,13000685
0.0,39279,1.0,6567,13000379
0.0,2798,1.0,7379,13000267
0.0,20925,1.0,9689,13000919
0.0,13830,1.0,5149,13000013
1.0,46018,1.0,7940,13000242
0.0,22365,1.0,3315,13000535
0.0,15881,1.0,3494,13000600
1.0,229,1.0,1028,13000178
0.0,42519,1.0,2738,13000220
1.0,47289,1.0,3345,13000917
0.0,21869,1.0,5503,13000702
1.0,44827,1.0,9832,13000682
1.0,4022,1.0,6585,13000491
0.0,10379,1.0,2800,13000257
1.0,7267,1.0,9547,13000253
0.0,23254,1.0,8893,13000462
1.0,7419,1.0,9267,13000200
1.0,30919,1.0,2624,13000583
0.0,22284,1.0,8645,13000190
0.0,18973,1.0,6149,13000953
1.0,14393,1.0,5657,13000994
0.0,32420,1.0,6277,13000938
1.0,4639,1.0,2153,13000487
1.0,34292,1.0,2272,13000279
0.0,36365,1.0,568,13000920
0.0,25465,1.0,5631,13000421
1.0,29814,1.0,9313,13000838
1.0,44761,1.0,1426,13000522
0.0,39420,1.0,1937,13000921
1.0,41349,1.0,4203,13000027
1.0,38314,1.0,1305,13000335
1.0,42462,1.0,6190,13000267
