参数一,参数二,参数三,参数四,参数五
0.0,8557177,1.0,395,2.0
0.0,7226385,1.0,8627,2.0
1.0,27871,1.0,8538,1.0
1.0,5687331,1.0,6140,1.0
0.0,8541268,1.0,823,2.0
0.0,4903526,1.0,7678,2.0
1.0,27972,1.0,1042,1.0
0.0,7379728,1.0,1407,2.0
1.0,6752347,1.0,9714,1.0
1.0,4437286,1.0,253,0.0
1.0,4502551,1.0,2035,2.0
0.0,5391798,1.0,9688,2.0
1.0,2063817,1.0,6087,1.0
1.0,2079087,1.0,6289,2.0
1.0,1652038,1.0,1774,1.0
1.0,27519,1.0,6621,1.0
0.0,3859782,1.0,4224,1.0
1.0,27608,1.0,8648,1.0
0.0,9259486,1.0,697,2.0
1.0,7255513,1.0,1888,2.0
1.0,6927722,1.0,8320,2.0
0.0,3625717,1.0,9174,2.0
1.0,8773848,1.0,3970,1.0
0.0,8723195,1.0,1398,2.0
1.0,7453365,1.0,1171,1.0
1.0,27546,1.0,8382,1.0
0.0,8459239,1.0,8874,2.0
1.0,2785693,1.0,3274,0.0
1.0,9203996,1.0,2713,0.0
0.0,68526,1.0,170,2.0
0.0,2350740,1.0,9181,0.0
0.0,2296083,1.0,5867,0.0
1.0,3517166,1.0,5174,2.0
0.0,1258213,1.0,1421,1.0
1.0,3723427,1.0,7846,2.0
0.0,9275085,1.0,5077,0.0
0.0,115930,1.0,9150,1.0
1.0,27233,1.0,2786,1.0
1.0,6359380,1.0,7829,1.0
1.0,1783784,1.0,4937,2.0
1.0,27426,1.0,7940,1.0
1.0,27344,1.0,7787,1.0
0.0,7501283,1.0,8626,2.0
1.0,27796,1.0,7420,1.0
0.0,8366467,1.0,8870,2.0
0.0,5505918,1.0,5962,2.0
1.0,7071826,1.0,7791,1.0
0.0,6819920,1.0,9550,0.0
1.0,1478498,1.0,3688,2.0
1.0,27996,1.0,1960,0.0
1.0,27515,1.0,8500,1.0
0.0,397718,1.0,6312,1.0
1.0,27744,1.0,2821,1.0
1.0,27932,1.0,209,2.0
1.0,27478,1.0,9774,1.0
1.0,7162125,1.0,853,1.0
1.0,27537,1.0,4441,1.0
1.0,27271,1.0,725,0.0
0.0,8826062,1.0,1345,1.0
0.0,7271558,1.0,1582,2.0
1.0,394362,1.0,5242,1.0
1.0,4685118,1.0,159,0.0
1.0,2753687,1.0,5898,0.0
0.0,2500754,1.0,2852,0.0
1.0,3991676,1.0,4696,1.0
1.0,2339069,1.0,4467,1.0
1.0,7293480,1.0,1471,2.0
1.0,5967132,1.0,2934,1.0
1.0,27326,1.0,5455,1.0
1.0,2514688,1.0,4501,1.0
0.0,2372478,1.0,8067,2.0
1.0,27818,1.0,8034,0.0
1.0,975880,1.0,7725,0.0
1.0,27670,1.0,1814,1.0
1.0,9354368,1.0,7664,2.0
1.0,27345,1.0,6116,1.0
1.0,2652425,1.0,2495,0.0
1.0,7792636,1.0,5707,0.0
0.0,8726079,1.0,9722,1.0
0.0,3586765,1.0,3284,1.0
0.0,2327090,1.0,2258,1.0
0.0,5455456,1.0,5335,0.0
1.0,1929549,1.0,8505,2.0
1.0,7796710,1.0,2829,0.0
1.0,27980,1.0,7782,1.0
1.0,27551,1.0,7998,0.0
0.0,470467,1.0,8875,2.0
1.0,3299,1.0,9467,2.0
0.0,8441596,1.0,4669,2.0
1.0,27699,1.0,9592,1.0
1.0,27555,1.0,3227,1.0
0.0,6853724,1.0,9466,1.0
1.0,2168142,1.0,9887,2.0
0.0,7389675,1.0,4688,2.0
1.0,27688,1.0,4562,1.0
1.0,9775252,1.0,4927,0.0
1.0,27801,1.0,6952,1.0
1.0,80409,1.0,2651,0.0
1.0,27064,1.0,9182,1.0
1.0,2705727,1.0,4139,1.0
1.0,5439744,1.0,5653,0.0
0.0,3199614,1.0,3471,2.0
0.0,2995802,1.0,9274,0.0
0.0,4827443,1.0,8582,1.0
1.0,27600,1.0,3411,1.0
0.0,3392049,1.0,4304,1.0
1.0,8465247,1.0,1774,0.0
1.0,27825,1.0,9141,1.0
1.0,27475,1.0,790,0.0
1.0,27822,1.0,9504,1.0
1.0,6018568,1.0,3043,0.0
0.0,9865091,1.0,50,1.0
0.0,4833126,1.0,7705,2.0
0.0,1012620,1.0,1488,0.0
1.0,27150,1.0,9867,2.0
1.0,4187827,1.0,3751,2.0
1.0,5258625,1.0,5114,2.0
1.0,2504854,1.0,4910,0.0
0.0,9031530,1.0,2126,2.0
0.0,3423715,1.0,9990,0.0
1.0,1779264,1.0,7008,1.0
1.0,4153809,1.0,3275,1.0
0.0,3156444,1.0,7862,2.0
1.0,27524,1.0,8126,1.0
0.0,8056546,1.0,3049,2.0
0.0,6894199,1.0,2097,1.0
1.0,992232,1.0,1429,1.0
1.0,5573013,1.0,1185,1.0
1.0,27928,1.0,7662,1.0
1.0,6886147,1.0,6071,2.0
0.0,7134509,1.0,4334,0.0
1.0,6795149,1.0,1080,1.0
0.0,2383025,1.0,5234,0.0
0.0,3825714,1.0,5561,0.0
0.0,9070577,1.0,1912,1.0
1.0,9896279,1.0,3784,2.0
1.0,2939883,1.0,215,2.0
0.0,7586439,1.0,9481,1.0
0.0,2754613,1.0,9167,1.0
0.0,7079587,1.0,648,2.0
0.0,4925250,1.0,8381,1.0
0.0,8830785,1.0,7806,0.0
1.0,1379995,1.0,1996,0.0
0.0,3341891,1.0,8599,2.0
0.0,3433763,1.0,6441,2.0
1.0,4336442,1.0,3574,0.0
1.0,27646,1.0,5894,1.0
0.0,6339059,1.0,1866,2.0
0.0,4517884,1.0,1573,0.0
1.0,27153,1.0,5383,1.0
0.0,6808490,1.0,1778,1.0
0.0,3657633,1.0,3877,0.0
1.0,9576231,1.0,636,2.0
1.0,27443,1.0,4971,1.0
1.0,344690,1.0,3156,2.0
1.0,940790,1.0,991,2.0
1.0,7322222,1.0,4909,2.0
0.0,6631640,1.0,3174,1.0
1.0,27528,1.0,5143,1.0
1.0,4862047,1.0,3785,0.0
0.0,8602768,1.0,8103,2.0
1.0,27369,1.0,7556,2.0
1.0,27662,1.0,8398,1.0
1.0,9438399,1.0,4191,2.0
0.0,7445815,1.0,9926,1.0
1.0,9284269,1.0,9794,1.0
1.0,4957034,1.0,7330,1.0
0.0,1987741,1.0,7622,2.0
0.0,407015,1.0,1878,0.0
1.0,27780,1.0,1439,1.0
1.0,5090154,1.0,5367,2.0
1.0,2917703,1.0,5514,2.0
0.0,9402169,1.0,1879,0.0
1.0,27001,1.0,4155,0.0
1.0,27236,1.0,71,1.0
0.0,1894140,1.0,9579,1.0
0.0,4138120,1.0,5929,0.0
1.0,6678050,1.0,5598,0.0
1.0,5694914,1.0,4604,2.0
1.0,6318809,1.0,9874,1.0
1.0,27705,1.0,3493,2.0
1.0,7985986,1.0,2890,1.0
1.0,8188759,1.0,6429,2.0
1.0,4270663,1.0,4852,0.0
1.0,5560680,1.0,9039,2.0
0.0,612513,1.0,7863,2.0
1.0,6484923,1.0,8435,1.0
1.0,27845,1.0,7491,1.0
1.0,27548,1.0,3406,0.0
0.0,2632677,1.0,2405,2.0
1.0,419418,1.0,5052,2.0
0.0,2268757,1.0,805,1.0
0.0,3526291,1.0,2894,0.0
0.0,1566114,1.0,3095,1.0
0.0,8933953,1.0,7048,1.0
1.0,27811,1.0,2178,1.0
0.0,6394450,1.0,4016,0.0
1.0,1918401,1.0,3757,1.0
0.0,2420855,1.0,5473,0.0
1.0,27732,1.0,6300,0.0
0.0,1636208,1.0,480,2.0
1.0,3879565,1.0,2784,0.0
1.0,368212,1.0,1262,0.0
1.0,27174,1.0,8650,1.0
0.0,1014110,1.0,2057,0.0
1.0,5994535,1.0,2845,1.0
0.0,675767,1.0,24,0.0
0.0,6960467,1.0,3427,0.0
1.0,846509,1.0,675,2.0
0.0,7304568,1.0,4331,1.0
0.0,4036137,1.0,1568,1.0
1.0,8270024,1.0,4499,2.0
1.0,27044,1.0,1407,1.0
0.0,172876,1.0,9499,2.0
1.0,8779754,1.0,7450,2.0
1.0,8890754,1.0,2367,2.0
1.0,27371,1.0,7614,1.0
1.0,27455,1.0,9640,0.0
1.0,8603803,1.0,7975,2.0
0.0,6408494,1.0,8850,2.0
1.0,27051,1.0,1024,2.0
0.0,3041551,1.0,2053,2.0
1.0,6227272,1.0,4902,2.0
1.0,4648656,1.0,6473,2.0
1.0,27916,1.0,4659,2.0
1.0,27479,1.0,6493,1.0
0.0,2131174,1.0,7767,2.0
0.0,9830263,1.0,3311,2.0
0.0,9353655,1.0,6552,2.0
1.0,1452365,1.0,6009,2.0
1.0,9639734,1.0,3511,0.0
0.0,4405476,1.0,7548,1.0
1.0,8577240,1.0,4609,0.0
1.0,27998,1.0,1763,1.0
1.0,27693,1.0,539,0.0
1.0,27647,1.0,7159,1.0
1.0,1460214,1.0,249,0.0
1.0,3496592,1.0,7152,1.0
0.0,4486405,1.0,9449,0.0
1.0,9149199,1.0,1033,1.0
1.0,27043,1.0,9476,1.0
0.0,4772820,1.0,8009,0.0
1.0,27131,1.0,5177,1.0
1.0,6868308,1.0,9405,2.0
1.0,27118,1.0,2459,2.0
0.0,7752450,1.0,5897,2.0
1.0,4247074,1.0,2995,2.0
1.0,8357275,1.0,193,2.0
1.0,27039,1.0,8986,1.0
1.0,27116,1.0,8169,1.0
1.0,5980637,1.0,935,0.0
0.0,9049046,1.0,5113,0.0
1.0,27331,1.0,5596,2.0
1.0,5462855,1.0,6700,0.0
0.0,1887091,1.0,873,1.0
1.0,74750,1.0,7723,1.0
0.0,1893048,1.0,3727,0.0
0.0,5688309,1.0,9062,0.0
0.0,5090366,1.0,7585,0.0
1.0,9234579,1.0,9157,1.0
1.0,8963193,1.0,6118,0.0
0.0,4902490,1.0,7933,2.0
1.0,9595829,1.0,6159,0.0
0.0,4171117,1.0,3916,0.0
1.0,27398,1.0,1472,1.0
0.0,723906,1.0,5487,1.0
1.0,8403033,1.0,9765,0.0
1.0,4468138,1.0,535,0.0
1.0,2482668,1.0,545,2.0
0.0,2911383,1.0,9808,0.0
0.0,6549521,1.0,1589,0.0
1.0,27603,1.0,1206,1.0
1.0,7166516,1.0,3717,2.0
1.0,2017344,1.0,5994,0.0
1.0,4018261,1.0,8051,0.0
0.0,101838,1.0,3394,0.0
1.0,27284,1.0,403,0.0
1.0,5227597,1.0,7055,2.0
1.0,7621762,1.0,3720,0.0
0.0,930893,1.0,1762,1.0
0.0,828096,1.0,7830,0.0
1.0,27241,1.0,4391,2.0
1.0,7549045,1.0,9251,2.0
1.0,27601,1.0,8873,2.0
0.0,936674,1.0,2364,2.0
0.0,659302,1.0,5166,1.0
1.0,762113,1.0,7526,1.0
0.0,6862655,1.0,8178,1.0
1.0,4421168,1.0,6122,2.0
1.0,9674122,1.0,1009,2.0
0.0,7748096,1.0,4780,0.0
0.0,9585120,1.0,8579,0.0
1.0,2856228,1.0,397,2.0
1.0,2928433,1.0,1487,1.0
0.0,8690178,1.0,6199,0.0
1.0,27885,1.0,8661,2.0
1.0,2639567,1.0,7622,2.0
0.0,7635229,1.0,5450,1.0
0.0,631011,1.0,560,2.0
1.0,2661467,1.0,1050,2.0
0.0,2940697,1.0,1583,2.0
1.0,27819,1.0,1325,0.0
1.0,27470,1.0,7223,1.0
0.0,711348,1.0,6208,2.0
1.0,27072,1.0,4745,1.0
1.0,6575757,1.0,6531,1.0
1.0,27441,1.0,5415,1.0
1.0,27349,1.0,299,1.0
1.0,27693,1.0,4667,1.0
1.0,27387,1.0,4277,1.0
1.0,6467397,1.0,6548,1.0
1.0,3552657,1.0,851,2.0
0.0,3717714,1.0,6059,2.0
0.0,7089527,1.0,2782,2.0
1.0,6076618,1.0,7233,0.0
0.0,6470827,1.0,7298,1.0
1.0,1853156,1.0,4061,1.0
