参数一,参数二,参数三,参数四,参数五
0.0,45458,1.0,9359,13000682
0.0,28360,1.0,2484,13000498
1.0,28263,1.0,3070,13000103
0.0,899,1.0,5583,13000223
1.0,36450,1.0,1837,13000125
1.0,10328,1.0,896,13000975
1.0,27014,1.0,1444,13000042
1.0,27692,1.0,2256,13000098
0.0,18394,1.0,3393,13000112
0.0,37852,1.0,6269,13000482
0.0,6640,1.0,2677,13000237
1.0,27673,1.0,1523,13000008
0.0,3458,1.0,3828,13000379
0.0,48606,1.0,9080,13000216
1.0,8266,1.0,4654,13000715
1.0,27805,1.0,2255,13000002
1.0,27209,1.0,2073,13000045
0.0,27951,1.0,4499,13000695
1.0,7801,1.0,6199,13000999
0.0,15014,1.0,21,13000815
1.0,18008,1.0,2548,13000337
0.0,47994,1.0,8391,13000645
0.0,11265,1.0,5535,13000065
0.0,48028,1.0,1233,13000441
0.0,627,1.0,471,13000352
1.0,1033,1.0,7630,13000316
0.0,2786,1.0,1441,13000535
1.0,28872,1.0,9704,13000697
1.0,435,1.0,6174,13000355
0.0,8661,1.0,7772,13000072
1.0,11837,1.0,361,13000894
0.0,20190,1.0,975,13000486
1.0,7725,1.0,5133,13000677
1.0,7590,1.0,245,13000372
0.0,40030,1.0,9434,13000114
1.0,22148,1.0,2987,13000920
1.0,36589,1.0,7702,13000430
0.0,6632,1.0,5627,13000572
1.0,25257,1.0,9701,13000300
1.0,29659,1.0,445,13000846
1.0,19757,1.0,6842,13000733
1.0,32548,1.0,7305,13000692
1.0,19895,1.0,3635,13000099
0.0,11088,1.0,1306,13000580
0.0,25398,1.0,9132,13000566
1.0,23072,1.0,9758,13000726
1.0,49376,1.0,6304,13000417
0.0,47862,1.0,5616,13000565
1.0,15846,1.0,5739,13000347
0.0,8333,1.0,4857,13000519
1.0,27692,1.0,8582,13000926
1.0,6652,1.0,1351,13000044
1.0,32546,1.0,70,13000483
1.0,27110,1.0,7550,13000945
1.0,6134,1.0,7474,13000498
1.0,14863,1.0,2054,13000144
0.0,18991,1.0,6380,13000996
1.0,27994,1.0,8666,13000982
0.0,12648,1.0,7837,13000414
1.0,26930,1.0,8427,13000569
0.0,25123,1.0,140,13000356
1.0,841,1.0,5528,13000896
0.0,8559,1.0,4706,13000677
1.0,42620,1.0,1302,13000840
1.0,27263,1.0,8849,13000913
0.0,14702,1.0,4176,13000731
1.0,39128,1.0,2725,13000726
1.0,27721,1.0,8083,13000972
1.0,27674,1.0,1901,13000034
1.0,47972,1.0,6292,13000214
1.0,3237,1.0,759,13000413
1.0,27548,1.0,1728,13000029
1.0,13315,1.0,3640,13000996
1.0,34916,1.0,1381,13000298
0.0,6493,1.0,597,13000842
1.0,30991,1.0,4676,13000827
1.0,5600,1.0,7604,13000721
1.0,21201,1.0,3399,13000149
1.0,47963,1.0,1634,13000079
1.0,10105,1.0,1062,13000274
1.0,48242,1.0,4074,13000459
0.0,9552,1.0,3852,13000224
1.0,27771,1.0,7834,13000961
1.0,8215,1.0,4769,13000445
1.0,25622,1.0,2649,13000975
0.0,36008,1.0,6601,13000363
0.0,35279,1.0,4489,13000584
1.0,22950,1.0,883,13000406
1.0,27779,1.0,7512,13000937
1.0,41800,1.0,9301,13000752
1.0,33657,1.0,2162,13000341
1.0,27874,1.0,1072,13000076
0.0,34956,1.0,5079,13000885
1.0,1091,1.0,8455,13000616
0.0,6732,1.0,1652,13000382
0.0,42199,1.0,9683,13000586
0.0,38547,1.0,285,13000642
1.0,10055,1.0,5006,13000615
1.0,22775,1.0,7978,13000331
0.0,31555,1.0,7020,13000258
0.0,32151,1.0,1888,13000625
1.0,27588,1.0,8365,13000969
1.0,33885,1.0,2880,13000278
1.0,48731,1.0,4827,13000846
0.0,850,1.0,5445,13000682
1.0,27502,1.0,8671,13000926
0.0,38433,1.0,2949,13000114
0.0,44433,1.0,7950,13000105
0.0,42533,1.0,814,13000206
1.0,34410,1.0,3690,13000289
0.0,26850,1.0,576,13000597
1.0,34458,1.0,3698,13000842
1.0,27079,1.0,8060,13000922
0.0,30346,1.0,2902,13000347
0.0,32721,1.0,9659,13000408
1.0,42223,1.0,2030,13000907
0.0,6665,1.0,1917,13000675
1.0,8207,1.0,1841,13000430
1.0,2000,1.0,8052,13000354
0.0,36861,1.0,5347,13000987
1.0,27292,1.0,7662,13000912
1.0,27495,1.0,1949,13000035
1.0,49069,1.0,2202,13000645
1.0,27261,1.0,8606,13000991
0.0,5582,1.0,3624,13000030
1.0,12067,1.0,7941,13000645
1.0,27236,1.0,8219,13000978
1.0,27907,1.0,1483,13000005
0.0,4509,1.0,2388,13000430
1.0,38291,1.0,9887,13000540
1.0,27063,1.0,2344,13000054
1.0,16804,1.0,1497,13000829
1.0,27180,1.0,2126,13000025
1.0,27547,1.0,1033,13000089
0.0,44165,1.0,8448,13000350
1.0,14247,1.0,888,13000919
0.0,16935,1.0,4445,13000502
1.0,23817,1.0,2255,13000328
0.0,10336,1.0,9666,13000181
0.0,21851,1.0,4839,13000632
0.0,29354,1.0,2266,13000407
0.0,13116,1.0,2911,13000253
1.0,21105,1.0,8434,13000179
1.0,27210,1.0,1021,13000017
0.0,12289,1.0,658,13000448
1.0,32599,1.0,498,13000056
1.0,27964,1.0,1901,13000005
1.0,27202,1.0,1204,13000040
0.0,47262,1.0,3196,13000789
0.0,26413,1.0,2863,13000881
0.0,20990,1.0,9605,13000684
1.0,16469,1.0,3992,13000370
1.0,28249,1.0,2634,13000508
1.0,9177,1.0,8693,13000239
1.0,27673,1.0,7704,13000961
0.0,23481,1.0,6689,13000771
1.0,8658,1.0,4480,13000249
0.0,4990,1.0,8414,13000194
1.0,1064,1.0,3171,13000475
1.0,14555,1.0,7235,13000569
1.0,27113,1.0,2274,13000020
1.0,27282,1.0,8130,13000968
1.0,38017,1.0,9214,13000845
0.0,7526,1.0,1105,13000168
1.0,21736,1.0,5049,13000571
1.0,27096,1.0,8675,13000951
1.0,10130,1.0,8200,13000081
0.0,14253,1.0,6833,13000190
1.0,25574,1.0,6138,13000618
1.0,4267,1.0,3899,13000329
1.0,32257,1.0,5673,13000479
0.0,13718,1.0,7279,13000951
0.0,25416,1.0,3923,13000293
0.0,46758,1.0,3304,13000782
1.0,27641,1.0,8048,13000968
0.0,34843,1.0,5303,13000291
0.0,36639,1.0,6920,13000969
0.0,35988,1.0,6974,13000668
1.0,47132,1.0,1635,13000020
0.0,6512,1.0,3185,13000088
1.0,7207,1.0,7034,13000692
0.0,17815,1.0,4707,13000150
1.0,41726,1.0,5524,13000236
1.0,49986,1.0,7762,13000528
1.0,42371,1.0,7313,13000747
0.0,24298,1.0,3919,13000394
0.0,33816,1.0,764,13000171
1.0,23103,1.0,4260,13000271
1.0,48434,1.0,9757,13000789
0.0,6363,1.0,1697,13000907
0.0,4627,1.0,8452,13000575
1.0,46568,1.0,4536,13000323
1.0,9313,1.0,959,13000683
0.0,28466,1.0,3536,13000209
0.0,21976,1.0,2818,13000202
1.0,27380,1.0,7969,13000936
1.0,27807,1.0,8206,13000991
0.0,39972,1.0,2250,13000564
1.0,4521,1.0,2542,13000238
1.0,27092,1.0,8559,13000904
1.0,27113,1.0,8793,13000917
0.0,28113,1.0,9735,13000935
1.0,35119,1.0,5360,13000488
0.0,45772,1.0,9157,13000460
0.0,31410,1.0,1559,13000599
1.0,27308,1.0,1420,13000009
0.0,37742,1.0,9960,13000225
0.0,20238,1.0,1883,13000735
0.0,17333,1.0,2877,13000501
1.0,40546,1.0,1237,13000729
1.0,27664,1.0,8016,13000947
1.0,46637,1.0,8458,13000186
0.0,34743,1.0,4189,13000255
1.0,15547,1.0,9723,13000519
0.0,43577,1.0,6029,13000142
1.0,27234,1.0,8447,13000960
1.0,24267,1.0,81,13000921
1.0,13164,1.0,1920,13000052
1.0,27020,1.0,8280,13000923
0.0,34296,1.0,7875,13000553
0.0,6305,1.0,6861,13000478
1.0,37854,1.0,3300,13000714
1.0,22516,1.0,9229,13000577
1.0,14526,1.0,7826,13000876
0.0,5510,1.0,4742,13000228
0.0,16001,1.0,1612,13000103
1.0,41844,1.0,2376,13000244
1.0,27745,1.0,1734,13000089
1.0,27906,1.0,7772,13000995
1.0,2656,1.0,3203,13000701
1.0,508,1.0,302,13000961
0.0,21842,1.0,1840,13000566
1.0,12500,1.0,3160,13000300
0.0,8727,1.0,4688,13000176
