参数一,参数二,参数三,参数四,参数五
0.0,12859,1.0,8362,13000598
0.0,41115,1.0,3820,13000647
0.0,9320,1.0,4013,13000701
1.0,49195,1.0,9712,13000375
0.0,38607,1.0,9866,13000717
1.0,27710,1.0,7710,13000984
0.0,14055,1.0,7168,13000681
0.0,40515,1.0,8739,13000119
0.0,43909,1.0,4959,13000822
0.0,46594,1.0,2515,13000465
1.0,8971,1.0,8630,13000534
1.0,27861,1.0,3354,13000566
0.0,43009,1.0,131,13000022
1.0,27200,1.0,1413,13000067
1.0,47625,1.0,6759,13000102
0.0,8043,1.0,83,13000727
0.0,43224,1.0,2340,13000030
0.0,5460,1.0,1394,13000199
1.0,27387,1.0,1266,13000088
0.0,28313,1.0,6852,13000797
0.0,16227,1.0,4786,13000226
0.0,28495,1.0,9511,13000716
0.0,9719,1.0,4332,13000209
0.0,19,1.0,9601,13000508
1.0,5792,1.0,2593,13000850
0.0,38328,1.0,12,13000594
0.0,47514,1.0,9424,13000853
0.0,33176,1.0,2149,13000744
1.0,34231,1.0,7997,13000443
0.0,29779,1.0,1659,13000910
0.0,36588,1.0,5749,13000411
0.0,46002,1.0,6536,13000859
1.0,26206,1.0,9500,13000807
0.0,38083,1.0,2036,13000321
0.0,32390,1.0,5881,13000071
1.0,43338,1.0,2809,13000988
1.0,11638,1.0,9411,13000885
0.0,30256,1.0,5227,13000434
1.0,5848,1.0,230,13000112
1.0,26620,1.0,7491,13000169
0.0,17440,1.0,4057,13000047
0.0,26910,1.0,5507,13000641
0.0,19058,1.0,5071,13000594
0.0,11462,1.0,1966,13000305
1.0,41956,1.0,2546,13000367
0.0,20285,1.0,1091,13000671
1.0,47311,1.0,3058,13000768
1.0,44448,1.0,1880,13000401
1.0,2913,1.0,1486,13000411
0.0,44186,1.0,9968,13000055
1.0,2143,1.0,5686,13000710
1.0,4035,1.0,5652,13000097
0.0,3852,1.0,2204,13000711
0.0,23864,1.0,6140,13000665
0.0,2153,1.0,6340,13000694
0.0,20882,1.0,5776,13000620
0.0,43653,1.0,9537,13000519
0.0,12145,1.0,6504,13000915
1.0,27844,1.0,2042,13000057
1.0,41703,1.0,631,13000201
0.0,6717,1.0,9538,13000132
0.0,21241,1.0,3766,13000196
1.0,20273,1.0,294,13000230
1.0,20119,1.0,3864,13000726
0.0,19386,1.0,9019,13000987
1.0,27005,1.0,1004,13000030
1.0,33517,1.0,9808,13000740
0.0,11198,1.0,812,13000530
1.0,4663,1.0,3779,13000818
0.0,17772,1.0,7465,13000026
1.0,39487,1.0,4696,13000310
