参数一,参数二,参数三,参数四,参数五
1.0,5218026,1.0,76089,1.0
1.0,5384752,1.0,92674,0.0
1.0,9304055,1.0,11428,2.0
1.0,4585737,1.0,54843,0.0
1.0,27609,1.0,22555,2.0
1.0,1219386,1.0,72066,2.0
0.0,9944468,1.0,93387,2.0
1.0,6846071,1.0,59476,1.0
0.0,6270608,1.0,79437,1.0
0.0,831120,1.0,54613,2.0
1.0,27484,1.0,50816,1.0
0.0,3008947,1.0,88893,0.0
1.0,8127811,1.0,55511,1.0
1.0,27612,1.0,87105,2.0
0.0,179830,1.0,24185,0.0
1.0,8395106,1.0,98096,1.0
0.0,6686723,1.0,56349,2.0
0.0,9551351,1.0,53181,0.0
1.0,6381057,1.0,82606,2.0
0.0,4887489,1.0,11816,2.0
0.0,942437,1.0,45655,2.0
1.0,1300714,1.0,53396,2.0
0.0,3574223,1.0,31330,2.0
1.0,27401,1.0,65331,1.0
0.0,3136736,1.0,4054,0.0
1.0,2334475,1.0,26517,2.0
1.0,27740,1.0,71949,1.0
1.0,9475104,1.0,78205,1.0
1.0,27486,1.0,27500,2.0
1.0,5798000,1.0,51398,0.0
1.0,3449426,1.0,8300,1.0
1.0,2591391,1.0,53667,1.0
0.0,2105367,1.0,39517,2.0
0.0,2910337,1.0,76357,2.0
0.0,7204776,1.0,25288,0.0
1.0,27703,1.0,5388,2.0
0.0,2597769,1.0,1406,1.0
0.0,4822392,1.0,43409,0.0
0.0,2920888,1.0,67464,1.0
1.0,3812494,1.0,85766,1.0
1.0,3047338,1.0,71292,2.0
0.0,1327961,1.0,44563,0.0
0.0,7155056,1.0,78798,1.0
0.0,5711143,1.0,6057,1.0
0.0,6747956,1.0,22307,0.0
0.0,3310731,1.0,47921,2.0
1.0,27046,1.0,50974,0.0
1.0,9478526,1.0,92135,1.0
1.0,7069480,1.0,16672,2.0
1.0,27250,1.0,56120,2.0
0.0,285924,1.0,21897,2.0
1.0,27298,1.0,69680,0.0
1.0,7803991,1.0,88171,2.0
1.0,6525939,1.0,35637,0.0
1.0,3616532,1.0,5460,2.0
1.0,27380,1.0,63743,1.0
0.0,7047145,1.0,14745,0.0
1.0,2727688,1.0,33715,1.0
1.0,6660946,1.0,17890,2.0
0.0,9280003,1.0,56688,0.0
0.0,5669988,1.0,26364,2.0
1.0,27005,1.0,42120,0.0
0.0,2167721,1.0,16071,0.0
1.0,1139518,1.0,44237,2.0
1.0,2287965,1.0,66388,0.0
1.0,8240634,1.0,15452,1.0
0.0,9714488,1.0,14878,1.0
0.0,4098671,1.0,50201,2.0
1.0,1932675,1.0,42778,1.0
0.0,4927735,1.0,83807,1.0
0.0,3940078,1.0,39811,0.0
1.0,4903588,1.0,39729,2.0
0.0,3189350,1.0,13871,0.0
0.0,9581156,1.0,40229,0.0
1.0,5901263,1.0,52394,1.0
0.0,4154248,1.0,87993,1.0
1.0,3725511,1.0,59473,1.0
0.0,9438491,1.0,83880,0.0
0.0,7956027,1.0,4059,0.0
