参数一,参数二,参数三,参数四,参数五
1.0,6055718,1.0,63359,0.0
0.0,5845844,1.0,64239,2.0
1.0,27580,1.0,55053,1.0
0.0,8386299,1.0,72452,1.0
0.0,8688499,1.0,52723,1.0
1.0,27959,1.0,59829,1.0
0.0,1891518,1.0,66473,1.0
1.0,27361,1.0,25932,2.0
1.0,5873915,1.0,22655,2.0
0.0,4907832,1.0,63904,0.0
0.0,4973812,1.0,31902,0.0
1.0,8993043,1.0,98426,0.0
1.0,27849,1.0,51443,1.0
0.0,5788486,1.0,83296,2.0
0.0,7505315,1.0,3822,1.0
1.0,9187335,1.0,14586,2.0
1.0,6319359,1.0,21034,0.0
0.0,462774,1.0,53564,1.0
1.0,6579770,1.0,72227,1.0
1.0,3872820,1.0,7960,2.0
0.0,2107184,1.0,40582,2.0
1.0,27235,1.0,94667,1.0
0.0,4303513,1.0,50403,1.0
0.0,1827389,1.0,65778,1.0
1.0,27534,1.0,63536,1.0
0.0,2599234,1.0,8092,0.0
1.0,2138806,1.0,76885,0.0
0.0,2044586,1.0,13993,1.0
1.0,4249669,1.0,17360,0.0
0.0,2104636,1.0,38570,1.0
1.0,855837,1.0,12346,2.0
0.0,258722,1.0,7297,2.0
0.0,64072,1.0,40961,2.0
1.0,9758153,1.0,13149,0.0
1.0,8259516,1.0,93775,2.0
1.0,27080,1.0,96902,1.0
1.0,1946484,1.0,83109,2.0
0.0,7738713,1.0,39600,1.0
0.0,2415297,1.0,28554,0.0
1.0,8681709,1.0,54254,0.0
1.0,27684,1.0,76730,1.0
1.0,8926775,1.0,82836,0.0
1.0,7845561,1.0,23255,2.0
1.0,3175459,1.0,41359,2.0
1.0,27989,1.0,25220,1.0
0.0,7838087,1.0,91459,2.0
0.0,6589242,1.0,85024,2.0
1.0,8012876,1.0,82324,1.0
1.0,3648868,1.0,32695,0.0
0.0,6905836,1.0,23626,1.0
0.0,6917879,1.0,60126,2.0
0.0,8009629,1.0,43895,1.0
1.0,252833,1.0,98527,1.0
1.0,27723,1.0,85508,1.0
1.0,7687421,1.0,67800,1.0
1.0,6109997,1.0,31636,2.0
0.0,1195570,1.0,68066,0.0
1.0,9953288,1.0,12949,2.0
1.0,6674243,1.0,66283,2.0
0.0,2050603,1.0,53557,1.0
1.0,5608282,1.0,32093,2.0
0.0,3940605,1.0,71973,1.0
1.0,27698,1.0,45926,1.0
1.0,27267,1.0,45612,1.0
1.0,27506,1.0,61903,1.0
1.0,27096,1.0,46319,0.0
1.0,1452163,1.0,55835,2.0
1.0,27995,1.0,96146,1.0
1.0,6148903,1.0,21028,1.0
1.0,27929,1.0,82646,0.0
1.0,27951,1.0,56107,1.0
1.0,1473365,1.0,95845,2.0
1.0,7914534,1.0,34902,1.0
1.0,27982,1.0,60378,1.0
0.0,4759573,1.0,18879,0.0
1.0,1561232,1.0,75859,2.0
0.0,4525255,1.0,97520,1.0
0.0,3237975,1.0,50976,2.0
0.0,4403293,1.0,51027,0.0
1.0,4987435,1.0,64861,0.0
1.0,7332914,1.0,32660,1.0
1.0,5068006,1.0,11217,2.0
0.0,4022079,1.0,13070,1.0
1.0,27260,1.0,96073,1.0
1.0,4879031,1.0,32329,1.0
1.0,27454,1.0,12937,1.0
1.0,27522,1.0,82407,1.0
0.0,4466243,1.0,2141,1.0
1.0,27448,1.0,79027,1.0
1.0,27796,1.0,11823,1.0
1.0,27469,1.0,46864,1.0
0.0,1812474,1.0,77366,0.0
1.0,1176052,1.0,36629,0.0
1.0,4289376,1.0,36341,1.0
1.0,27660,1.0,6485,1.0
