参数一,参数二,参数三,参数四,参数五
1.0,9341246,1.0,302,1.0
1.0,27510,1.0,7508,1.0
1.0,3622396,1.0,8116,2.0
1.0,27340,1.0,6175,1.0
1.0,8609330,1.0,9706,0.0
0.0,4853873,1.0,3384,0.0
0.0,5667052,1.0,2936,0.0
1.0,4958969,1.0,2728,2.0
1.0,7697767,1.0,5216,1.0
1.0,9948126,1.0,2128,2.0
1.0,5003017,1.0,5701,0.0
1.0,27488,1.0,764,2.0
1.0,4500990,1.0,4050,0.0
1.0,1502122,1.0,6516,0.0
1.0,1482159,1.0,6572,2.0
1.0,7535454,1.0,4509,0.0
1.0,7470274,1.0,6558,1.0
1.0,27682,1.0,6178,1.0
1.0,3365283,1.0,1380,1.0
0.0,5845098,1.0,9831,2.0
0.0,5842239,1.0,5406,2.0
1.0,6088553,1.0,4962,2.0
0.0,2598046,1.0,1259,2.0
1.0,4891766,1.0,5994,0.0
1.0,4375504,1.0,4510,0.0
1.0,1582583,1.0,7711,0.0
1.0,27067,1.0,161,1.0
1.0,2593325,1.0,6272,1.0
1.0,27964,1.0,3925,2.0
0.0,942371,1.0,3773,0.0
1.0,4144815,1.0,9922,2.0
1.0,7812546,1.0,682,2.0
0.0,9103817,1.0,3098,1.0
1.0,3752915,1.0,223,1.0
0.0,137073,1.0,6378,2.0
1.0,4417863,1.0,2067,2.0
0.0,2597538,1.0,2053,2.0
0.0,2199942,1.0,4089,0.0
0.0,1077890,1.0,6254,0.0
0.0,7241891,1.0,211,2.0
0.0,6666740,1.0,3770,0.0
1.0,27604,1.0,4726,0.0
1.0,7672144,1.0,802,1.0
0.0,8061605,1.0,9716,2.0
1.0,7225091,1.0,9824,0.0
0.0,8787536,1.0,5056,0.0
0.0,2779842,1.0,3865,2.0
1.0,9027814,1.0,3858,2.0
1.0,107515,1.0,8436,0.0
1.0,6234937,1.0,3338,1.0
1.0,228817,1.0,8354,2.0
0.0,1025355,1.0,9166,2.0
1.0,1403751,1.0,9428,0.0
0.0,5972789,1.0,2016,1.0
1.0,4750758,1.0,5584,0.0
0.0,3787342,1.0,5435,1.0
1.0,3123239,1.0,1852,0.0
1.0,6007252,1.0,1451,0.0
1.0,632432,1.0,7614,1.0
1.0,5134365,1.0,4056,0.0
0.0,2412360,1.0,949,0.0
1.0,6217810,1.0,6239,2.0
1.0,7087856,1.0,1766,0.0
1.0,9524959,1.0,1999,0.0
1.0,3323521,1.0,9019,1.0
0.0,1122177,1.0,4857,2.0
0.0,6357237,1.0,2898,1.0
0.0,7739432,1.0,1725,2.0
0.0,2021005,1.0,8196,0.0
1.0,2152312,1.0,7873,0.0
1.0,27802,1.0,4806,1.0
1.0,2571790,1.0,4854,1.0
0.0,6960951,1.0,6880,0.0
1.0,6564990,1.0,5769,2.0
0.0,241604,1.0,4515,1.0
1.0,2999430,1.0,8356,0.0
1.0,7455028,1.0,6456,1.0
1.0,27787,1.0,2142,0.0
0.0,3536696,1.0,5880,0.0
1.0,5927959,1.0,2995,1.0
1.0,7480020,1.0,9768,2.0
1.0,3710476,1.0,6769,1.0
1.0,27010,1.0,3218,0.0
1.0,5488796,1.0,5909,0.0
1.0,27482,1.0,135,1.0
