参数一,参数二,参数三,参数四,参数五
1.0,27957,1.0,21713,1.0
0.0,2625194,1.0,61684,2.0
1.0,9986042,1.0,81143,2.0
0.0,5924034,1.0,8315,2.0
0.0,9566475,1.0,43720,0.0
0.0,8284907,1.0,19506,2.0
0.0,1867883,1.0,39876,2.0
0.0,2709194,1.0,52457,0.0
1.0,27943,1.0,84087,1.0
1.0,7877630,1.0,9280,1.0
1.0,27233,1.0,35877,1.0
1.0,3523927,1.0,21844,2.0
0.0,8154180,1.0,14802,0.0
1.0,4251791,1.0,27996,2.0
0.0,4754306,1.0,34702,0.0
0.0,4605241,1.0,98005,1.0
0.0,7327326,1.0,75948,0.0
0.0,1658997,1.0,30483,2.0
0.0,2745967,1.0,1958,1.0
1.0,27016,1.0,53171,1.0
0.0,1126244,1.0,46702,1.0
1.0,27397,1.0,56307,1.0
1.0,9850078,1.0,1389,2.0
0.0,616209,1.0,27525,2.0
0.0,9169518,1.0,37571,0.0
0.0,5691408,1.0,6933,2.0
0.0,7161282,1.0,28053,2.0
0.0,9295007,1.0,8110,0.0
0.0,2860970,1.0,67192,0.0
0.0,176209,1.0,5278,1.0
1.0,2384935,1.0,14431,0.0
0.0,7330585,1.0,41747,1.0
1.0,309963,1.0,16471,2.0
1.0,2902526,1.0,22992,1.0
0.0,7687538,1.0,57977,0.0
1.0,7655584,1.0,8735,2.0
0.0,8466070,1.0,6236,2.0
0.0,5740328,1.0,26246,2.0
1.0,1098570,1.0,62983,2.0
0.0,8631689,1.0,12574,0.0
0.0,2771797,1.0,4336,1.0
1.0,27157,1.0,54479,1.0
1.0,9337978,1.0,97272,2.0
1.0,8572459,1.0,98277,2.0
0.0,1538602,1.0,33162,1.0
1.0,5625945,1.0,93640,2.0
1.0,6760776,1.0,86744,1.0
0.0,6916262,1.0,3909,2.0
1.0,1337507,1.0,56884,0.0
1.0,27591,1.0,99524,1.0
0.0,1323893,1.0,30829,2.0
0.0,6966732,1.0,37898,0.0
0.0,649651,1.0,19849,2.0
1.0,8828537,1.0,31947,2.0
1.0,9677740,1.0,10354,1.0
0.0,8700775,1.0,42497,0.0
0.0,9629357,1.0,1659,0.0
1.0,27173,1.0,77339,1.0
1.0,5017804,1.0,167,0.0
1.0,7926232,1.0,16409,0.0
1.0,8244464,1.0,41749,0.0
1.0,1800268,1.0,35568,0.0
1.0,27556,1.0,57590,1.0
1.0,1257835,1.0,43534,1.0
1.0,4652242,1.0,64006,1.0
1.0,27551,1.0,57182,1.0
1.0,6129338,1.0,6832,0.0
1.0,4196823,1.0,38216,1.0
1.0,7986375,1.0,59589,1.0
0.0,84819,1.0,51440,0.0
1.0,27798,1.0,2910,0.0
0.0,1215971,1.0,80528,2.0
0.0,7962500,1.0,10267,2.0
1.0,27480,1.0,51216,2.0
1.0,7277616,1.0,31066,0.0
1.0,2478486,1.0,17391,2.0
0.0,4212276,1.0,74511,1.0
1.0,27788,1.0,9255,1.0
1.0,27863,1.0,18138,1.0
1.0,27550,1.0,82685,1.0
1.0,6653362,1.0,50890,0.0
0.0,8507575,1.0,12592,0.0
0.0,8530162,1.0,68640,2.0
1.0,7207440,1.0,84113,1.0
1.0,9331579,1.0,91716,0.0
0.0,222751,1.0,28195,2.0
1.0,2250207,1.0,26018,0.0
1.0,8078375,1.0,8299,2.0
0.0,7066200,1.0,85261,2.0
1.0,5108449,1.0,21734,2.0
1.0,8151831,1.0,35623,0.0
1.0,8008955,1.0,44226,0.0
1.0,27852,1.0,29594,1.0
0.0,9975812,1.0,65971,1.0
0.0,7786314,1.0,42898,0.0
1.0,9716628,1.0,92621,1.0
1.0,1278026,1.0,27984,2.0
1.0,27378,1.0,5398,1.0
0.0,7316388,1.0,24304,0.0
1.0,5568559,1.0,49903,2.0
0.0,7866941,1.0,62135,0.0
0.0,4377714,1.0,27768,1.0
1.0,450557,1.0,85797,1.0
0.0,1895879,1.0,79276,1.0
0.0,6862975,1.0,48215,1.0
0.0,9248668,1.0,28776,1.0
0.0,354278,1.0,12750,0.0
1.0,2837658,1.0,65869,0.0
1.0,8907967,1.0,83227,2.0
1.0,2496897,1.0,30875,0.0
0.0,2477271,1.0,70242,0.0
1.0,2546329,1.0,94081,1.0
1.0,7194630,1.0,1332,2.0
0.0,938727,1.0,87991,2.0
