参数一,参数二,参数三,参数四,参数五
0.0,2678,1.0,33729,13000870
1.0,46683,1.0,79918,13000127
0.0,15272,1.0,61306,13000469
1.0,27755,1.0,18841,13000005
1.0,27153,1.0,14354,13000040
1.0,16435,1.0,38482,13000075
1.0,31734,1.0,97173,13000133
0.0,795,1.0,23448,13000823
0.0,19780,1.0,38548,13000682
0.0,10382,1.0,20986,13000338
0.0,6102,1.0,65804,13000283
0.0,15797,1.0,97623,13000464
0.0,6666,1.0,46959,13000161
0.0,37244,1.0,81462,13000718
1.0,41745,1.0,39795,13000788
0.0,22538,1.0,96957,13000641
1.0,27867,1.0,15004,13000042
1.0,49491,1.0,37051,13000565
1.0,35038,1.0,5155,13000340
1.0,23547,1.0,11916,13000660
0.0,5835,1.0,12495,13000908
1.0,27356,1.0,13311,13000036
0.0,21807,1.0,89858,13000370
1.0,32288,1.0,20775,13000340
1.0,27805,1.0,86826,13000946
1.0,27006,1.0,17358,13000084
1.0,21695,1.0,37261,13000044
0.0,9472,1.0,12262,13000402
0.0,36323,1.0,37904,13000431
1.0,27189,1.0,15143,13000079
0.0,48650,1.0,95423,13000143
1.0,23482,1.0,28365,13000900
0.0,21106,1.0,98341,13000294
0.0,49500,1.0,12513,13000346
1.0,27444,1.0,16831,13000018
1.0,27096,1.0,78287,13000949
1.0,13199,1.0,2699,13000435
1.0,39694,1.0,88565,13000050
1.0,44133,1.0,58030,13000563
1.0,27566,1.0,10850,13000006
1.0,21495,1.0,71037,13000555
1.0,27629,1.0,11151,13000077
1.0,27839,1.0,13835,13000063
0.0,48830,1.0,80042,13000726
0.0,23111,1.0,913,13000900
0.0,36311,1.0,8599,13000563
1.0,43468,1.0,59758,13000538
0.0,34323,1.0,71772,13000761
0.0,8303,1.0,92865,13000274
0.0,41085,1.0,57791,13000269
1.0,27448,1.0,80284,13000985
1.0,42886,1.0,88010,13000028
0.0,16530,1.0,98179,13000249
0.0,37048,1.0,69203,13000850
1.0,27038,1.0,80209,13000939
1.0,47647,1.0,83800,13000148
1.0,14475,1.0,905,13000697
0.0,40591,1.0,60417,13000742
1.0,27620,1.0,21059,13000050
0.0,16134,1.0,74789,13000946
1.0,29380,1.0,79128,13000378
0.0,48265,1.0,21776,13000762
1.0,5116,1.0,78234,13000304
1.0,21111,1.0,30976,13000156
1.0,27771,1.0,13194,13000045
1.0,2331,1.0,10766,13000309
1.0,13510,1.0,64438,13000724
0.0,31728,1.0,30491,13000111
0.0,6887,1.0,55717,13000305
