参数一,参数二,参数三,参数四,参数五
1.0,3006216,1.0,85942,1.0
0.0,3157127,1.0,59122,1.0
0.0,2592791,1.0,47960,0.0
1.0,2824819,1.0,26260,0.0
1.0,2083464,1.0,83287,0.0
1.0,2320895,1.0,30134,1.0
1.0,1558935,1.0,29407,1.0
1.0,2043291,1.0,37448,1.0
0.0,2994216,1.0,81490,0.0
0.0,1302202,1.0,12050,1.0
1.0,376932,1.0,65619,2.0
1.0,8144044,1.0,45380,0.0
1.0,9264536,1.0,79512,1.0
0.0,1877473,1.0,98311,1.0
1.0,3246584,1.0,24312,0.0
1.0,5806783,1.0,87978,2.0
0.0,5877501,1.0,70375,2.0
0.0,9073685,1.0,75471,0.0
1.0,27991,1.0,21813,1.0
1.0,1017801,1.0,94264,2.0
1.0,3199036,1.0,3815,2.0
0.0,9826792,1.0,68612,2.0
1.0,5470186,1.0,72395,1.0
1.0,27212,1.0,40518,1.0
0.0,3807170,1.0,94177,2.0
0.0,7303953,1.0,53526,1.0
1.0,7039779,1.0,41619,0.0
1.0,6454426,1.0,79366,0.0
1.0,206674,1.0,17211,2.0
1.0,1382590,1.0,47714,0.0
1.0,3424102,1.0,8775,2.0
1.0,9485084,1.0,19017,2.0
1.0,8328000,1.0,28597,0.0
1.0,1940273,1.0,27804,2.0
1.0,8789330,1.0,70539,0.0
1.0,4122290,1.0,51249,2.0
0.0,7015749,1.0,2929,1.0
0.0,2665398,1.0,33224,2.0
0.0,4907548,1.0,85908,1.0
1.0,794454,1.0,34784,0.0
1.0,9854269,1.0,31643,2.0
0.0,3023817,1.0,50321,2.0
1.0,1029051,1.0,92799,0.0
0.0,8911330,1.0,17919,0.0
1.0,9194979,1.0,96355,2.0
0.0,9582919,1.0,77227,0.0
1.0,9266222,1.0,8614,1.0
1.0,7286815,1.0,98261,0.0
1.0,3469777,1.0,69594,1.0
0.0,6608458,1.0,87979,1.0
1.0,9128368,1.0,51724,0.0
1.0,7254186,1.0,61181,2.0
0.0,4902905,1.0,81267,2.0
1.0,6901574,1.0,43201,2.0
1.0,272407,1.0,30688,0.0
1.0,5788084,1.0,65807,2.0
0.0,7214351,1.0,67051,2.0
1.0,27814,1.0,54446,1.0
0.0,9766815,1.0,14975,0.0
1.0,6181633,1.0,23311,2.0
0.0,7170198,1.0,62845,2.0
1.0,3749576,1.0,59375,0.0
0.0,9602406,1.0,36041,1.0
1.0,7687928,1.0,35843,0.0
1.0,8474356,1.0,3188,2.0
0.0,8502641,1.0,5626,2.0
1.0,4975122,1.0,98253,2.0
1.0,191989,1.0,14608,2.0
1.0,2563692,1.0,71488,0.0
0.0,2360883,1.0,33874,1.0
1.0,7468342,1.0,96576,0.0
1.0,8692763,1.0,92688,1.0
1.0,27312,1.0,15564,0.0
0.0,9512307,1.0,61753,1.0
0.0,5740282,1.0,39874,0.0
1.0,4399954,1.0,77515,1.0
0.0,9635593,1.0,91943,2.0
0.0,9594203,1.0,58446,0.0
1.0,1906856,1.0,4086,0.0
1.0,677288,1.0,33152,2.0
1.0,27380,1.0,47485,1.0
1.0,2823433,1.0,25383,2.0
1.0,1522841,1.0,35267,0.0
1.0,5262513,1.0,38186,1.0
1.0,2393554,1.0,84694,2.0
1.0,3361670,1.0,52144,2.0
0.0,497987,1.0,16635,0.0
1.0,9080476,1.0,75625,0.0
0.0,2888658,1.0,15213,1.0
1.0,9921932,1.0,69797,1.0
0.0,7596202,1.0,68288,2.0
1.0,8207985,1.0,95784,2.0
1.0,8314251,1.0,24675,0.0
0.0,6274948,1.0,16990,2.0
0.0,259022,1.0,5469,0.0
