参数一,参数二,参数三,参数四,参数五
1.0,31809,1.0,12611,13000964
1.0,18834,1.0,39118,13000446
1.0,20305,1.0,62653,13000113
1.0,27652,1.0,24133,13000079
0.0,48930,1.0,36878,13000180
1.0,46827,1.0,31076,13000056
1.0,38597,1.0,59910,13000047
1.0,17953,1.0,56239,13000485
0.0,37643,1.0,2815,13000120
1.0,30614,1.0,32099,13000577
1.0,42666,1.0,74876,13000395
1.0,11359,1.0,62264,13000001
0.0,28986,1.0,87961,13000146
0.0,21256,1.0,15013,13000429
1.0,9068,1.0,34655,13000243
1.0,27552,1.0,14243,13000086
1.0,1171,1.0,48140,13000688
0.0,32626,1.0,95644,13000430
1.0,43173,1.0,37209,13000252
0.0,7470,1.0,13225,13000707
0.0,48192,1.0,45515,13000446
1.0,21888,1.0,93725,13000723
0.0,20147,1.0,99340,13000842
0.0,8661,1.0,10859,13000186
1.0,27750,1.0,13615,13000071
0.0,38754,1.0,76429,13000393
1.0,27486,1.0,24544,13000086
0.0,25026,1.0,18331,13000099
0.0,6222,1.0,47594,13000854
1.0,8071,1.0,6386,13000000
1.0,46434,1.0,89171,13000924
1.0,27645,1.0,20793,13000057
0.0,13343,1.0,27441,13000941
1.0,40357,1.0,60246,13000226
0.0,49641,1.0,46421,13000780
0.0,13810,1.0,34144,13000761
0.0,41618,1.0,21246,13000127
0.0,13054,1.0,32195,13000457
0.0,10684,1.0,40392,13000763
1.0,21818,1.0,44838,13000802
1.0,27489,1.0,22603,13000027
0.0,28081,1.0,68259,13000611
0.0,49620,1.0,89723,13000935
1.0,27325,1.0,23931,13000091
0.0,44690,1.0,4198,13000439
0.0,31733,1.0,8364,13000019
1.0,22763,1.0,40333,13000937
1.0,45168,1.0,98662,13000006
0.0,33643,1.0,61902,13000291
1.0,32644,1.0,8569,13000582
0.0,25096,1.0,33161,13000232
1.0,10782,1.0,34573,13000227
1.0,27585,1.0,13673,13000080
1.0,27136,1.0,13922,13000056
0.0,23484,1.0,31931,13000310
1.0,5791,1.0,94042,13000201
0.0,14352,1.0,23140,13000342
0.0,45355,1.0,43040,13000966
1.0,5888,1.0,85084,13000577
0.0,28163,1.0,28421,13000159
0.0,11294,1.0,12031,13000993
0.0,26351,1.0,51022,13000732
1.0,27595,1.0,17297,13000056
0.0,27596,1.0,34218,13000147
0.0,48621,1.0,32569,13000182
0.0,7172,1.0,6127,13000737
0.0,22912,1.0,53411,13000901
1.0,27022,1.0,11652,13000016
0.0,26471,1.0,19534,13000869
0.0,9660,1.0,25389,13000597
1.0,793,1.0,79926,13000152
1.0,6712,1.0,40123,13000859
1.0,15353,1.0,45466,13000376
1.0,36571,1.0,17456,13000170
0.0,38740,1.0,37456,13000298
0.0,23974,1.0,83700,13000778
1.0,15963,1.0,28542,13000351
0.0,1204,1.0,98863,13000057
1.0,4528,1.0,45985,13000980
1.0,18434,1.0,80327,13000101
0.0,44380,1.0,97775,13000189
1.0,45357,1.0,8856,13000960
1.0,29585,1.0,12573,13000531
0.0,32191,1.0,22021,13000528
0.0,11184,1.0,63093,13000707
0.0,17037,1.0,21400,13000332
0.0,15585,1.0,8713,13000907
0.0,32062,1.0,79750,13000078
0.0,427,1.0,23036,13000753
0.0,2413,1.0,71814,13000987
1.0,48694,1.0,95330,13000902
1.0,27294,1.0,18123,13000000
1.0,37872,1.0,23149,13000515
0.0,23208,1.0,48742,13000149
0.0,39735,1.0,64617,13000024
1.0,24478,1.0,77267,13000647
1.0,45175,1.0,35606,13000297
0.0,2707,1.0,22902,13000783
0.0,16196,1.0,40206,13000416
0.0,30840,1.0,63006,13000188
0.0,46096,1.0,89671,13000872
0.0,40763,1.0,41919,13000199
1.0,6261,1.0,54240,13000885
1.0,27094,1.0,42264,13000179
0.0,46687,1.0,8886,13000892
1.0,27527,1.0,18110,13000029
1.0,27449,1.0,16744,13000011
0.0,2063,1.0,96642,13000417
0.0,38183,1.0,58567,13000341
0.0,9281,1.0,41874,13000293
0.0,33811,1.0,2602,13000949
0.0,515,1.0,4739,13000500
1.0,27946,1.0,17880,13000075
0.0,34664,1.0,19534,13000159
1.0,27428,1.0,22163,13000032
1.0,41174,1.0,6326,13000094
1.0,13312,1.0,63651,13000501
0.0,35983,1.0,25772,13000427
0.0,7536,1.0,7661,13000387
0.0,20308,1.0,96852,13000108
0.0,20711,1.0,94654,13000896
0.0,45759,1.0,31853,13000377
0.0,47192,1.0,19591,13000330
1.0,3311,1.0,33670,13000391
1.0,49005,1.0,64162,13000321
0.0,38875,1.0,13303,13000208
1.0,27144,1.0,14729,13000023
0.0,22183,1.0,29477,13000770
0.0,36384,1.0,88267,13000910
1.0,31381,1.0,6207,13000029
0.0,31169,1.0,14165,13000167
1.0,27686,1.0,21965,13000002
1.0,42614,1.0,56853,13000502
1.0,27098,1.0,20297,13000046
0.0,12579,1.0,77801,13000633
1.0,41740,1.0,15050,13000469
1.0,27922,1.0,18879,13000016
0.0,29298,1.0,18629,13000260
1.0,43063,1.0,22554,13000007
1.0,19483,1.0,65107,13000370
1.0,27672,1.0,79133,13000999
1.0,46334,1.0,63581,13000853
0.0,30600,1.0,15003,13000453
0.0,28744,1.0,12688,13000787
0.0,6158,1.0,69914,13000224
1.0,6309,1.0,9813,13000127
0.0,37627,1.0,43249,13000007
0.0,26871,1.0,99598,13000808
1.0,40285,1.0,825,13000911
0.0,9831,1.0,3901,13000299
1.0,6697,1.0,35874,13000753
0.0,15064,1.0,29119,13000747
1.0,35633,1.0,19508,13000432
1.0,41541,1.0,63368,13000045
1.0,11410,1.0,958,13000692
1.0,46389,1.0,8442,13000898
0.0,9289,1.0,4727,13000168
1.0,35067,1.0,84269,13000577
0.0,34494,1.0,36062,13000201
0.0,31059,1.0,33994,13000528
0.0,49644,1.0,49752,13000612
1.0,16633,1.0,21623,13000578
1.0,27093,1.0,10177,13000073
0.0,40196,1.0,23949,13000697
0.0,34222,1.0,27539,13000363
1.0,40644,1.0,75894,13000480
1.0,45479,1.0,10904,13000047
0.0,48012,1.0,33620,13000902
0.0,33460,1.0,59681,13000425
0.0,29236,1.0,45046,13000967
1.0,13605,1.0,16648,13000253
1.0,27430,1.0,22882,13000023
1.0,27645,1.0,23401,13000088
0.0,21885,1.0,81588,13000720
0.0,21840,1.0,55227,13000865
0.0,22443,1.0,50809,13000556
0.0,40729,1.0,19857,13000636
1.0,27502,1.0,24680,13000042
0.0,14601,1.0,15742,13000189
0.0,27668,1.0,66662,13000765
0.0,38710,1.0,82770,13000334
1.0,27784,1.0,12103,13000047
1.0,15827,1.0,72129,13000355
1.0,13227,1.0,19999,13000235
1.0,22356,1.0,75973,13000533
0.0,40268,1.0,19730,13000147
1.0,32533,1.0,3628,13000376
1.0,31485,1.0,58520,13000109
0.0,22883,1.0,28412,13000570
0.0,49962,1.0,91678,13000268
1.0,36303,1.0,53835,13000502
1.0,27696,1.0,23305,13000060
0.0,31858,1.0,2886,13000983
1.0,27759,1.0,17916,13000077
0.0,18560,1.0,4603,13000131
0.0,10521,1.0,93979,13000938
1.0,47035,1.0,64334,13000817
1.0,27271,1.0,22516,13000060
1.0,15808,1.0,98759,13000401
0.0,38199,1.0,16116,13000306
