参数一,参数二,参数三,参数四,参数五
1.0,27254,1.0,13920,13000016
1.0,27812,1.0,86591,13000953
0.0,9930,1.0,63268,13000902
0.0,43523,1.0,15309,13000621
0.0,41390,1.0,68403,13000657
0.0,32367,1.0,5569,13000655
0.0,19796,1.0,68599,13000654
0.0,27728,1.0,92050,13000052
0.0,6758,1.0,35469,13000533
1.0,27725,1.0,80995,13000972
0.0,15840,1.0,18914,13000306
1.0,7131,1.0,6674,13000804
1.0,9179,1.0,95656,13000588
0.0,27343,1.0,64047,13000598
1.0,30685,1.0,44084,13000337
1.0,27494,1.0,77783,13000989
1.0,29280,1.0,13841,13000750
0.0,32131,1.0,39722,13000645
0.0,4790,1.0,36350,13000854
0.0,27088,1.0,46646,13000144
0.0,39848,1.0,94319,13000685
1.0,27997,1.0,15410,13000026
1.0,41564,1.0,55129,13000608
1.0,48554,1.0,88252,13000329
1.0,39605,1.0,5038,13000398
1.0,13309,1.0,30312,13000813
1.0,27656,1.0,76714,13000943
0.0,32948,1.0,4110,13000164
1.0,8410,1.0,59726,13000176
0.0,3257,1.0,39873,13000028
1.0,27175,1.0,83449,13000907
1.0,13394,1.0,33813,13000015
0.0,12012,1.0,85259,13000658
1.0,27233,1.0,79101,13000954
1.0,106,1.0,55025,13000703
0.0,11359,1.0,49355,13000988
0.0,12129,1.0,12313,13000063
0.0,12624,1.0,11550,13000820
1.0,27367,1.0,88605,13000998
1.0,27980,1.0,17535,13000070
1.0,2803,1.0,3605,13000659
0.0,36871,1.0,43657,13000833
1.0,16305,1.0,91806,13000088
0.0,5347,1.0,642,13000280
1.0,22739,1.0,847,13000216
1.0,44449,1.0,38589,13000399
1.0,23320,1.0,69319,13000921
0.0,24899,1.0,9458,13000891
1.0,27614,1.0,80525,13000986
0.0,44840,1.0,30423,13000371
0.0,37971,1.0,64898,13000008
0.0,40550,1.0,26731,13000422
1.0,28911,1.0,74818,13000700
0.0,26527,1.0,27806,13000772
0.0,44885,1.0,5927,13000551
0.0,47204,1.0,11081,13000215
0.0,37585,1.0,32998,13000903
0.0,39818,1.0,57678,13000149
1.0,27086,1.0,80109,13000986
0.0,14914,1.0,17338,13000006
1.0,27262,1.0,84263,13000912
0.0,970,1.0,47031,13000279
1.0,4858,1.0,642,13000380
1.0,47524,1.0,19704,13000235
0.0,168,1.0,53595,13000008
1.0,22271,1.0,21847,13000968
1.0,30995,1.0,94311,13000130
0.0,40156,1.0,65679,13000486
1.0,41738,1.0,54492,13000001
1.0,2697,1.0,21407,13000764
0.0,26707,1.0,27218,13000429
0.0,37629,1.0,69046,13000966
0.0,29807,1.0,84012,13000690
1.0,42310,1.0,76915,13000468
0.0,40294,1.0,90336,13000418
0.0,9767,1.0,87870,13000814
1.0,27078,1.0,76944,13000961
1.0,30011,1.0,37107,13000758
1.0,26434,1.0,93596,13000441
0.0,20320,1.0,7996,13000807
0.0,18046,1.0,78791,13000045
1.0,27596,1.0,82342,13000932
1.0,27660,1.0,84920,13000981
1.0,46833,1.0,19896,13000245
0.0,31544,1.0,81378,13000746
0.0,34782,1.0,30444,13000290
1.0,9326,1.0,98759,13000919
1.0,38263,1.0,86665,13000115
1.0,38268,1.0,46993,13000436
1.0,4349,1.0,51234,13000953
0.0,42006,1.0,67905,13000502
1.0,27147,1.0,80758,13000975
1.0,47578,1.0,85347,13000411
0.0,5193,1.0,39453,13000869
1.0,27629,1.0,23826,13000082
1.0,26520,1.0,30986,13000962
0.0,24598,1.0,97189,13000013
0.0,41936,1.0,2473,13000761
