参数一,参数二,参数三,参数四,参数五
0.0,11891,1.0,41645,13000630
0.0,34133,1.0,14613,13000445
1.0,27824,1.0,19784,13000028
1.0,6497,1.0,47459,13000044
1.0,28541,1.0,33199,13000538
1.0,3362,1.0,85786,13000701
0.0,41116,1.0,2148,13000327
1.0,27403,1.0,24705,13000042
0.0,4380,1.0,2718,13000595
1.0,21758,1.0,24246,13000966
0.0,1551,1.0,53053,13000146
0.0,32186,1.0,18302,13000175
1.0,9944,1.0,71919,13000844
0.0,8793,1.0,21746,13000258
1.0,44298,1.0,55279,13000210
1.0,8953,1.0,52375,13000749
1.0,44868,1.0,46354,13000653
1.0,27947,1.0,79930,13000929
1.0,13306,1.0,21146,13000785
0.0,48381,1.0,95751,13000348
0.0,48178,1.0,59782,13000277
1.0,3656,1.0,33235,13000883
1.0,20458,1.0,83273,13000660
1.0,27941,1.0,81044,13000278
0.0,24648,1.0,97590,13000596
1.0,21711,1.0,19827,13000734
1.0,963,1.0,69722,13000166
0.0,806,1.0,45813,13000351
0.0,14976,1.0,47402,13000262
1.0,27540,1.0,85349,13000938
0.0,16065,1.0,50584,13000562
0.0,44649,1.0,75095,13000677
1.0,38048,1.0,91249,13000811
1.0,34921,1.0,77612,13000538
1.0,27993,1.0,88571,13000934
1.0,28648,1.0,21951,13000351
1.0,27547,1.0,18292,13000042
1.0,29001,1.0,36176,13000866
1.0,15332,1.0,40293,13000645
1.0,5690,1.0,26377,13000403
0.0,45301,1.0,69709,13000657
0.0,27015,1.0,57580,13000055
1.0,37906,1.0,40783,13000104
0.0,35131,1.0,69713,13000408
1.0,40997,1.0,55383,13000042
1.0,27378,1.0,16302,13000099
0.0,24049,1.0,35732,13000004
1.0,17605,1.0,21084,13000335
1.0,27123,1.0,79211,13000992
0.0,47111,1.0,82176,13000660
0.0,24384,1.0,36450,13000867
1.0,21647,1.0,43306,13000768
1.0,27225,1.0,17105,13000053
1.0,27279,1.0,11899,13000012
1.0,18044,1.0,49317,13000276
1.0,26494,1.0,28640,13000720
0.0,30885,1.0,13335,13000212
0.0,11659,1.0,71298,13000682
0.0,23667,1.0,84793,13000900
0.0,11678,1.0,74691,13000619
1.0,27346,1.0,10583,13000007
1.0,43622,1.0,81668,13000370
0.0,14815,1.0,8284,13000108
1.0,6314,1.0,48977,13000361
1.0,27151,1.0,88454,13000967
1.0,26307,1.0,32624,13000834
1.0,28235,1.0,19392,13000164
1.0,17382,1.0,61956,13000148
1.0,26497,1.0,7559,13000345
1.0,27811,1.0,88158,13000902
0.0,31250,1.0,3920,13000955
0.0,120,1.0,93104,13000551
1.0,13321,1.0,54463,13000344
1.0,47394,1.0,40011,13000811
1.0,16210,1.0,17308,13000348
0.0,16286,1.0,67537,13000437
1.0,27007,1.0,10976,13000838
0.0,3313,1.0,9950,13000072
1.0,34397,1.0,25665,13000788
1.0,2927,1.0,31599,13000229
1.0,35000,1.0,90490,13000144
0.0,15299,1.0,94148,13000034
1.0,27271,1.0,76378,13000949
1.0,47264,1.0,77187,13000691
1.0,28662,1.0,30774,13000569
0.0,34956,1.0,22899,13000510
0.0,43075,1.0,34506,13000204
0.0,26158,1.0,63788,13000234
1.0,27365,1.0,10528,13000016
0.0,26504,1.0,19135,13000577
1.0,36857,1.0,27971,13000446
1.0,16936,1.0,4389,13000827
1.0,18947,1.0,34396,13000355
1.0,3950,1.0,22019,13000635
1.0,27610,1.0,19059,13000042
1.0,14175,1.0,52531,13000320
0.0,49351,1.0,44599,13000371
0.0,1502,1.0,24175,13000800
1.0,27719,1.0,22508,13000063
0.0,324,1.0,91810,13000826
1.0,27540,1.0,82139,13000972
1.0,27106,1.0,19910,13000043
0.0,43161,1.0,61134,13000732
1.0,27832,1.0,76228,13000910
0.0,47200,1.0,64572,13000290
1.0,27881,1.0,23052,13000042
0.0,36347,1.0,75065,13000563
1.0,18542,1.0,12849,13000063
