参数一,参数二,参数三,参数四,参数五
1.0,27704,1.0,8316,2.0
1.0,8608056,1.0,61503,0.0
0.0,90562,1.0,83497,1.0
1.0,27647,1.0,15966,1.0
1.0,27475,1.0,71022,1.0
1.0,27885,1.0,23749,1.0
0.0,2931026,1.0,30822,2.0
1.0,158555,1.0,73645,2.0
1.0,9757318,1.0,49943,2.0
0.0,1914902,1.0,5414,0.0
1.0,7717282,1.0,42333,2.0
1.0,569025,1.0,73923,2.0
0.0,1380116,1.0,80365,1.0
1.0,2605064,1.0,61094,0.0
0.0,1600956,1.0,80762,2.0
0.0,9194017,1.0,22251,1.0
1.0,2058465,1.0,81099,0.0
1.0,27914,1.0,1412,1.0
0.0,8180066,1.0,29396,0.0
1.0,7035492,1.0,17747,1.0
1.0,607301,1.0,99578,1.0
0.0,1305823,1.0,82978,2.0
0.0,1978794,1.0,54044,2.0
0.0,6938808,1.0,49102,0.0
1.0,7225811,1.0,12168,2.0
1.0,27896,1.0,46223,0.0
1.0,27387,1.0,38759,1.0
1.0,3820649,1.0,3088,1.0
1.0,5166585,1.0,65550,0.0
0.0,9229605,1.0,24267,1.0
1.0,27114,1.0,42143,2.0
0.0,8297236,1.0,70913,1.0
1.0,750938,1.0,84842,2.0
1.0,7014359,1.0,10166,2.0
0.0,5056865,1.0,95205,0.0
1.0,27010,1.0,16184,1.0
1.0,27155,1.0,90102,1.0
1.0,3107631,1.0,73087,1.0
0.0,4256624,1.0,83146,2.0
0.0,1274567,1.0,74396,1.0
0.0,5086785,1.0,59648,0.0
1.0,27646,1.0,1467,1.0
1.0,27483,1.0,36532,0.0
1.0,3040854,1.0,59298,0.0
1.0,27893,1.0,48744,1.0
1.0,9345409,1.0,5938,1.0
1.0,4895249,1.0,73999,2.0
0.0,6498688,1.0,93486,0.0
1.0,27216,1.0,27919,1.0
0.0,8501905,1.0,27988,1.0
0.0,3653961,1.0,33333,0.0
0.0,7296743,1.0,73724,1.0
1.0,27689,1.0,79935,0.0
0.0,9602852,1.0,79061,0.0
0.0,8223130,1.0,18261,0.0
0.0,7460742,1.0,89722,0.0
1.0,3073863,1.0,29107,0.0
1.0,8567733,1.0,38764,2.0
1.0,3068608,1.0,64386,1.0
0.0,1494931,1.0,88668,0.0
1.0,5443446,1.0,33270,0.0
1.0,27807,1.0,96080,1.0
0.0,336311,1.0,54551,1.0
0.0,5299849,1.0,87544,1.0
0.0,3275268,1.0,38824,1.0
1.0,9844984,1.0,36850,0.0
1.0,27015,1.0,58579,1.0
1.0,4821066,1.0,32655,1.0
1.0,5716205,1.0,57867,2.0
1.0,27973,1.0,4875,1.0
0.0,6482046,1.0,16849,0.0
0.0,6701572,1.0,44717,2.0
1.0,99217,1.0,46340,1.0
1.0,7899837,1.0,81248,0.0
1.0,108254,1.0,4531,0.0
1.0,2226040,1.0,57235,2.0
1.0,2963834,1.0,81930,1.0
1.0,27825,1.0,87193,1.0
0.0,4765760,1.0,62667,2.0
1.0,27135,1.0,25291,0.0
0.0,674902,1.0,52613,2.0
0.0,5587558,1.0,2462,1.0
1.0,9225800,1.0,23899,1.0
0.0,4350071,1.0,55897,1.0
1.0,5592692,1.0,30352,1.0
1.0,27232,1.0,88061,2.0
1.0,5235107,1.0,46130,2.0
1.0,7213907,1.0,37678,0.0
1.0,27851,1.0,99809,0.0
