参数一,参数二,参数三,参数四,参数五
0.0,6500877,1.0,5833,0.0
1.0,7454387,1.0,3744,1.0
0.0,2711432,1.0,8590,2.0
0.0,4055894,1.0,5364,2.0
0.0,8074613,1.0,1463,2.0
1.0,2224462,1.0,9675,2.0
1.0,27640,1.0,7954,1.0
1.0,27750,1.0,1073,1.0
0.0,1509137,1.0,5728,2.0
0.0,2057498,1.0,4146,2.0
0.0,9573147,1.0,4259,0.0
0.0,2393555,1.0,94,2.0
1.0,27681,1.0,2770,1.0
1.0,8805344,1.0,1568,2.0
1.0,1386116,1.0,7498,2.0
1.0,27949,1.0,3536,1.0
1.0,27548,1.0,4381,1.0
0.0,2676415,1.0,1880,1.0
0.0,814754,1.0,3708,1.0
0.0,4757822,1.0,7153,1.0
1.0,8200931,1.0,4624,1.0
1.0,27431,1.0,5848,1.0
0.0,8135044,1.0,8530,2.0
1.0,5257072,1.0,7777,1.0
1.0,4997501,1.0,5754,1.0
0.0,8320535,1.0,6352,2.0
1.0,27710,1.0,3448,1.0
0.0,2172913,1.0,7589,2.0
1.0,1049970,1.0,84,2.0
1.0,9422583,1.0,5351,2.0
1.0,3182055,1.0,6231,0.0
1.0,2171800,1.0,1281,1.0
0.0,6271173,1.0,2255,0.0
1.0,27554,1.0,6332,1.0
1.0,3799530,1.0,3354,1.0
0.0,3327154,1.0,1881,2.0
0.0,4193672,1.0,920,2.0
1.0,27303,1.0,4272,1.0
0.0,5618617,1.0,7934,0.0
0.0,9803611,1.0,2520,0.0
1.0,8012597,1.0,1630,0.0
0.0,6222432,1.0,6847,0.0
1.0,4613221,1.0,1605,2.0
0.0,6060062,1.0,6429,2.0
1.0,27298,1.0,3755,1.0
1.0,27319,1.0,4634,1.0
1.0,9013881,1.0,9153,2.0
0.0,5009020,1.0,513,2.0
1.0,778114,1.0,7707,0.0
1.0,1853054,1.0,4193,1.0
0.0,1502258,1.0,9915,0.0
1.0,27373,1.0,3003,1.0
0.0,4656821,1.0,3350,2.0
1.0,5869844,1.0,5,2.0
0.0,7484811,1.0,6775,1.0
1.0,6337389,1.0,7555,1.0
0.0,5870922,1.0,3699,0.0
0.0,1254265,1.0,6869,2.0
0.0,6904948,1.0,662,0.0
1.0,27836,1.0,7134,1.0
1.0,27967,1.0,5753,1.0
1.0,5007341,1.0,4280,1.0
0.0,7154494,1.0,1807,1.0
1.0,27018,1.0,1705,1.0
0.0,8664845,1.0,9282,1.0
1.0,632946,1.0,7408,1.0
0.0,7996239,1.0,5934,0.0
0.0,51773,1.0,5481,2.0
1.0,3749537,1.0,3290,0.0
1.0,6864546,1.0,6725,2.0
1.0,27185,1.0,2657,1.0
1.0,5959556,1.0,2092,1.0
1.0,27526,1.0,5046,1.0
1.0,27592,1.0,4680,1.0
0.0,803770,1.0,5375,1.0
1.0,27895,1.0,4368,1.0
1.0,3624232,1.0,1345,0.0
1.0,27881,1.0,1521,1.0
0.0,8390385,1.0,9338,0.0
0.0,7500494,1.0,3968,0.0
1.0,3261538,1.0,8257,1.0
0.0,7659812,1.0,1645,0.0
1.0,2800417,1.0,7930,2.0
1.0,5773205,1.0,7486,0.0
1.0,2531469,1.0,3068,2.0
1.0,27996,1.0,5235,1.0
0.0,227499,1.0,6370,0.0
1.0,9087791,1.0,997,0.0
1.0,4139479,1.0,387,2.0
0.0,8903241,1.0,3946,2.0
1.0,9323175,1.0,408,2.0
1.0,7024370,1.0,4924,2.0
1.0,8786595,1.0,2086,2.0
1.0,4300205,1.0,2309,2.0
0.0,2591370,1.0,5045,2.0
1.0,4073090,1.0,7025,2.0
0.0,4258423,1.0,6427,2.0
1.0,9892152,1.0,1742,0.0
0.0,8888651,1.0,2727,0.0
1.0,7592000,1.0,3523,1.0
1.0,27842,1.0,6230,1.0
0.0,956225,1.0,73,0.0
1.0,27825,1.0,3472,1.0
0.0,9023772,1.0,7133,2.0
1.0,4004072,1.0,5781,0.0
1.0,7645500,1.0,9461,2.0
0.0,4958974,1.0,4052,2.0
1.0,4742295,1.0,9753,2.0
1.0,2429133,1.0,4629,1.0
0.0,8564627,1.0,3930,2.0
0.0,2514448,1.0,108,1.0
1.0,9737495,1.0,6829,1.0
0.0,884996,1.0,824,0.0
0.0,1987910,1.0,7792,2.0
0.0,3120435,1.0,830,0.0
1.0,6518547,1.0,7865,2.0
0.0,8912491,1.0,7650,0.0
1.0,27572,1.0,5439,1.0
0.0,4574369,1.0,2440,1.0
1.0,3868912,1.0,2764,0.0
1.0,7210613,1.0,1870,2.0
0.0,7944218,1.0,7127,2.0
1.0,2966428,1.0,3304,1.0
0.0,1566175,1.0,8878,0.0
1.0,27398,1.0,1617,1.0
1.0,1548937,1.0,4284,0.0
0.0,5793790,1.0,7833,2.0
1.0,7836680,1.0,9219,0.0
1.0,27542,1.0,3796,1.0
1.0,27469,1.0,4396,1.0
1.0,27593,1.0,5762,1.0
1.0,27086,1.0,3725,1.0
0.0,232458,1.0,4484,1.0
1.0,8076392,1.0,2632,0.0
0.0,2177250,1.0,5714,1.0
1.0,2152281,1.0,4595,2.0
1.0,2369365,1.0,7816,2.0
1.0,2435822,1.0,7069,1.0
0.0,7780488,1.0,2741,2.0
1.0,2289027,1.0,7223,0.0
0.0,4726020,1.0,1429,0.0
0.0,2906103,1.0,7795,1.0
0.0,657259,1.0,9635,1.0
1.0,1854118,1.0,2353,1.0
1.0,4860950,1.0,2146,1.0
1.0,27004,1.0,9980,1.0
1.0,8408159,1.0,2011,1.0
0.0,660678,1.0,1258,0.0
1.0,27904,1.0,5022,1.0
0.0,6718469,1.0,9609,1.0
1.0,3602760,1.0,6461,0.0
