参数一,参数二,参数三,参数四,参数五
0.0,1144516,1.0,77899,0.0
1.0,27935,1.0,27809,1.0
1.0,5123154,1.0,59014,2.0
1.0,2237816,1.0,39097,2.0
1.0,3137511,1.0,15105,1.0
1.0,27708,1.0,1759,1.0
0.0,1833795,1.0,2236,0.0
1.0,4687981,1.0,42357,2.0
0.0,6358223,1.0,7419,0.0
1.0,5795805,1.0,99218,2.0
1.0,8118156,1.0,84725,1.0
1.0,27842,1.0,48715,1.0
0.0,5324406,1.0,9059,1.0
0.0,1384509,1.0,49961,2.0
1.0,2991533,1.0,39011,2.0
1.0,7624264,1.0,56329,0.0
0.0,8012564,1.0,32096,2.0
0.0,4838531,1.0,96973,1.0
1.0,27488,1.0,58947,1.0
0.0,718236,1.0,37571,1.0
0.0,298463,1.0,13153,0.0
1.0,3707407,1.0,17380,1.0
1.0,7216517,1.0,62411,1.0
1.0,4072793,1.0,51650,0.0
0.0,1655612,1.0,28052,2.0
0.0,2965687,1.0,73380,1.0
0.0,6466081,1.0,34365,1.0
0.0,5105559,1.0,81417,1.0
1.0,27023,1.0,20332,1.0
1.0,5788575,1.0,72413,0.0
1.0,1576125,1.0,28908,0.0
0.0,939590,1.0,61287,1.0
1.0,32113,1.0,75856,2.0
0.0,2901242,1.0,39667,1.0
1.0,2798880,1.0,35127,1.0
0.0,318988,1.0,31880,1.0
1.0,27551,1.0,65501,0.0
1.0,27927,1.0,73112,2.0
1.0,27031,1.0,43571,1.0
1.0,5241537,1.0,4204,2.0
0.0,4010356,1.0,40197,2.0
0.0,7171007,1.0,29166,0.0
0.0,6222306,1.0,19060,1.0
1.0,27695,1.0,5738,1.0
1.0,27536,1.0,95913,1.0
1.0,2447743,1.0,48551,0.0
1.0,27036,1.0,53681,1.0
1.0,27278,1.0,68428,1.0
1.0,27388,1.0,64993,1.0
1.0,8575551,1.0,48276,1.0
0.0,4933079,1.0,17940,0.0
1.0,6110737,1.0,48844,2.0
0.0,5981480,1.0,60349,1.0
1.0,3647538,1.0,40451,1.0
0.0,6227784,1.0,19932,1.0
1.0,7438614,1.0,20452,0.0
1.0,1632087,1.0,32050,0.0
1.0,27597,1.0,23618,1.0
0.0,7270668,1.0,19803,1.0
1.0,9009241,1.0,52406,2.0
1.0,27527,1.0,43217,1.0
1.0,2519076,1.0,783,2.0
1.0,27938,1.0,24610,1.0
1.0,6422886,1.0,61672,0.0
1.0,3404127,1.0,10508,1.0
1.0,27172,1.0,2686,1.0
0.0,302618,1.0,7777,1.0
0.0,7470816,1.0,26365,1.0
0.0,2947997,1.0,18066,0.0
1.0,9097893,1.0,75809,0.0
1.0,3379469,1.0,67903,1.0
1.0,27693,1.0,14930,1.0
1.0,9130403,1.0,42910,1.0
1.0,2291178,1.0,17329,1.0
0.0,6903521,1.0,33362,2.0
0.0,9544211,1.0,62956,2.0
0.0,5896687,1.0,72845,2.0
0.0,1879159,1.0,36281,1.0
1.0,27959,1.0,23586,1.0
1.0,5733272,1.0,22785,0.0
0.0,2212118,1.0,25049,1.0
0.0,4803876,1.0,82330,1.0
1.0,27237,1.0,46437,1.0
1.0,1784817,1.0,63710,1.0
1.0,27691,1.0,42247,1.0
0.0,6146516,1.0,26738,1.0
0.0,975353,1.0,40785,0.0
1.0,2681257,1.0,40167,2.0
0.0,2513723,1.0,33060,0.0
1.0,27106,1.0,73643,1.0
0.0,3485777,1.0,55774,2.0
1.0,5181603,1.0,73609,2.0
1.0,27239,1.0,34056,2.0
1.0,6219098,1.0,50614,0.0
1.0,2410962,1.0,52066,1.0
1.0,3159086,1.0,81269,2.0
0.0,8211476,1.0,5363,0.0
1.0,5345835,1.0,36861,1.0
1.0,8966682,1.0,6956,2.0
0.0,1984287,1.0,2795,0.0
1.0,27990,1.0,23646,1.0
1.0,2120841,1.0,44196,1.0
1.0,2222258,1.0,96338,2.0
1.0,7293883,1.0,72423,1.0
0.0,8450677,1.0,94517,0.0
0.0,5654969,1.0,58450,1.0
0.0,2755887,1.0,72712,1.0
1.0,27231,1.0,47817,1.0
1.0,8222290,1.0,37394,1.0
1.0,27096,1.0,88088,0.0
0.0,3992921,1.0,25486,1.0
1.0,7256744,1.0,31190,1.0
1.0,8593089,1.0,13735,2.0
1.0,4920000,1.0,88668,2.0
0.0,2912923,1.0,41866,1.0
0.0,5430301,1.0,76005,2.0
0.0,1227135,1.0,99047,2.0
1.0,27833,1.0,6646,1.0
1.0,27984,1.0,28256,1.0
1.0,27118,1.0,70931,1.0
1.0,27201,1.0,23309,1.0
0.0,331462,1.0,26316,1.0
1.0,8021318,1.0,19185,0.0
1.0,9693444,1.0,94016,0.0
0.0,8431965,1.0,38837,0.0
0.0,8836000,1.0,61502,2.0
1.0,66214,1.0,34413,1.0
0.0,938325,1.0,24076,1.0
1.0,27239,1.0,31098,1.0
1.0,4805041,1.0,8639,2.0
1.0,1937879,1.0,79244,2.0
0.0,8344152,1.0,10684,0.0
1.0,2412054,1.0,79298,0.0
0.0,3036881,1.0,1309,2.0
1.0,7652858,1.0,27856,0.0
0.0,9414059,1.0,75366,2.0
0.0,8432980,1.0,91039,2.0
1.0,27020,1.0,37810,1.0
0.0,1189202,1.0,72691,0.0
1.0,27433,1.0,13248,0.0
1.0,1527641,1.0,49768,0.0
1.0,27859,1.0,59954,1.0
0.0,3922164,1.0,51172,2.0
1.0,27762,1.0,22682,1.0
1.0,8667037,1.0,10868,0.0
1.0,9382955,1.0,35730,2.0
0.0,9295301,1.0,75781,1.0
1.0,27473,1.0,56316,1.0
1.0,199151,1.0,19601,1.0
1.0,4433044,1.0,88826,2.0
0.0,104643,1.0,53009,2.0
1.0,27027,1.0,13756,1.0
0.0,5772234,1.0,38805,1.0
1.0,27267,1.0,81215,1.0
1.0,4487444,1.0,20996,1.0
1.0,4794029,1.0,95743,1.0
1.0,4692784,1.0,33802,2.0
0.0,6845111,1.0,17930,2.0
0.0,7899030,1.0,27042,1.0
1.0,7705023,1.0,89750,1.0
1.0,27344,1.0,92617,1.0
1.0,27638,1.0,79824,1.0
1.0,8310107,1.0,71871,1.0
0.0,4966532,1.0,25987,2.0
1.0,27077,1.0,57490,1.0
1.0,869703,1.0,22925,0.0
1.0,9002735,1.0,36763,1.0
0.0,1359578,1.0,64316,0.0
0.0,4591292,1.0,75990,2.0
1.0,27707,1.0,71880,1.0
0.0,9730960,1.0,98644,1.0
0.0,6375081,1.0,40469,2.0
1.0,27892,1.0,14258,1.0
1.0,27608,1.0,89090,2.0
1.0,27951,1.0,74405,0.0
1.0,27026,1.0,61443,1.0
0.0,3409607,1.0,99863,0.0
0.0,1008802,1.0,87603,2.0
0.0,8676224,1.0,59295,1.0
0.0,5452089,1.0,68901,1.0
0.0,272704,1.0,90363,0.0
1.0,27722,1.0,88732,1.0
1.0,27247,1.0,40632,1.0
1.0,27495,1.0,89633,2.0
1.0,27911,1.0,47658,1.0
0.0,4082134,1.0,14248,2.0
0.0,7865086,1.0,68491,1.0
0.0,2394174,1.0,77417,2.0
1.0,27101,1.0,45146,1.0
1.0,8093754,1.0,77831,2.0
1.0,5767215,1.0,33310,1.0
1.0,27683,1.0,52752,1.0
0.0,14397,1.0,11978,2.0
1.0,6160262,1.0,17844,1.0
0.0,7922262,1.0,7543,2.0
0.0,3991170,1.0,64990,1.0
1.0,4801697,1.0,18931,2.0
0.0,5678610,1.0,85411,1.0
1.0,3307222,1.0,20615,2.0
1.0,8381595,1.0,69703,1.0
1.0,2231231,1.0,56686,1.0
1.0,6139033,1.0,8425,0.0
1.0,9661973,1.0,93654,2.0
0.0,3146780,1.0,92297,1.0
1.0,6061825,1.0,59868,1.0
1.0,27288,1.0,81903,1.0
0.0,5572561,1.0,22417,0.0
0.0,8081680,1.0,15774,2.0
1.0,9623360,1.0,78643,2.0
0.0,4291753,1.0,42504,0.0
0.0,9566685,1.0,73756,0.0
1.0,8935232,1.0,58715,1.0
1.0,27689,1.0,75961,1.0
1.0,1730481,1.0,93429,2.0
1.0,27057,1.0,82220,1.0
0.0,238547,1.0,58766,1.0
1.0,1318146,1.0,76628,2.0
0.0,5892071,1.0,47002,2.0
0.0,3006124,1.0,99972,0.0
1.0,27550,1.0,34433,1.0
1.0,27518,1.0,48946,1.0
1.0,399288,1.0,94908,1.0
0.0,9378317,1.0,31790,2.0
0.0,3096300,1.0,8286,0.0
0.0,2454952,1.0,92459,2.0
0.0,1546607,1.0,20903,0.0
1.0,3342596,1.0,65622,0.0
0.0,7321731,1.0,25392,0.0
0.0,5557112,1.0,3395,0.0
0.0,889821,1.0,19542,0.0
0.0,6675064,1.0,23788,2.0
1.0,27735,1.0,54487,1.0
1.0,7565991,1.0,59283,1.0
1.0,9998128,1.0,37522,1.0
0.0,828004,1.0,51337,2.0
0.0,6393335,1.0,8389,1.0
1.0,27589,1.0,76825,1.0
0.0,1570834,1.0,42160,1.0
1.0,27501,1.0,2521,1.0
1.0,27762,1.0,39923,1.0
1.0,27798,1.0,16686,1.0
0.0,9526265,1.0,78693,2.0
1.0,3871835,1.0,56091,2.0
1.0,2928128,1.0,19925,1.0
1.0,3671493,1.0,22120,1.0
1.0,27278,1.0,90344,1.0
1.0,27249,1.0,60003,1.0
1.0,7589458,1.0,36986,0.0
1.0,9260147,1.0,70003,2.0
1.0,2901426,1.0,51021,1.0
0.0,3146961,1.0,40389,1.0
0.0,6098936,1.0,38250,2.0
1.0,7827419,1.0,40712,0.0
1.0,27643,1.0,55334,1.0
1.0,27545,1.0,44322,1.0
0.0,7267727,1.0,91214,1.0
1.0,27602,1.0,28183,1.0
1.0,27289,1.0,86314,1.0
1.0,27585,1.0,23504,1.0
1.0,782018,1.0,3536,1.0
0.0,8881011,1.0,3003,1.0
0.0,802096,1.0,87526,2.0
0.0,7637151,1.0,26595,0.0
1.0,27678,1.0,43514,1.0
1.0,9404896,1.0,62772,1.0
1.0,27644,1.0,2095,1.0
1.0,27234,1.0,55495,1.0
0.0,2652613,1.0,5631,2.0
1.0,6452407,1.0,89034,2.0
0.0,4609074,1.0,52273,0.0
1.0,2174647,1.0,45931,2.0
1.0,6508204,1.0,51073,2.0
1.0,2758313,1.0,61030,2.0
1.0,6198024,1.0,90156,2.0
1.0,7698414,1.0,25304,0.0
0.0,9313128,1.0,7742,1.0
0.0,5265521,1.0,271,0.0
1.0,7352426,1.0,26310,2.0
1.0,4833235,1.0,46568,0.0
1.0,5432939,1.0,3314,0.0
0.0,5500411,1.0,61901,0.0
0.0,5305888,1.0,37445,2.0
1.0,27358,1.0,9175,1.0
1.0,5298865,1.0,56834,0.0
0.0,5140355,1.0,20343,2.0
0.0,911533,1.0,20777,2.0
1.0,27464,1.0,79923,1.0
0.0,9170512,1.0,42742,1.0
0.0,9397279,1.0,9098,2.0
1.0,3805844,1.0,67114,1.0
0.0,7935183,1.0,49358,1.0
1.0,27777,1.0,97513,1.0
1.0,27718,1.0,89789,2.0
1.0,27337,1.0,25800,1.0
1.0,3120430,1.0,42140,1.0
1.0,3760186,1.0,47577,0.0
0.0,8351964,1.0,22255,1.0
0.0,7975560,1.0,91954,1.0
1.0,735952,1.0,55632,0.0
0.0,3719127,1.0,40250,0.0
0.0,6123257,1.0,53397,0.0
0.0,7597872,1.0,27436,2.0
0.0,1306453,1.0,94552,0.0
1.0,9541434,1.0,60293,2.0
1.0,27310,1.0,74328,1.0
0.0,4376171,1.0,8058,0.0
1.0,27953,1.0,3485,1.0
1.0,27952,1.0,45651,1.0
1.0,27056,1.0,20822,1.0
0.0,9736440,1.0,69761,2.0
0.0,6939776,1.0,53942,1.0
1.0,7962555,1.0,70385,0.0
1.0,341328,1.0,51693,0.0
1.0,27692,1.0,78387,1.0
0.0,8874134,1.0,29506,0.0
0.0,1129321,1.0,56946,2.0
0.0,7014409,1.0,7863,2.0
1.0,27595,1.0,87274,1.0
1.0,27242,1.0,7399,1.0
0.0,6113025,1.0,49703,2.0
1.0,27374,1.0,34116,1.0
1.0,7215537,1.0,5908,1.0
1.0,264949,1.0,95501,1.0
1.0,27466,1.0,61244,1.0
1.0,9642298,1.0,60308,2.0
1.0,8078013,1.0,27822,2.0
0.0,9590469,1.0,80462,2.0
0.0,7838477,1.0,64400,1.0
1.0,1914718,1.0,33312,2.0
1.0,4881783,1.0,63106,1.0
1.0,7138412,1.0,2786,0.0
0.0,9139799,1.0,28486,1.0
1.0,27437,1.0,54187,1.0
1.0,27881,1.0,696,1.0
1.0,6664895,1.0,67670,1.0
1.0,1054565,1.0,25995,2.0
1.0,27871,1.0,23774,1.0
1.0,27434,1.0,47144,1.0
1.0,9406837,1.0,29869,0.0
0.0,3691716,1.0,14591,2.0
1.0,7929168,1.0,41230,0.0
0.0,7265101,1.0,99171,0.0
0.0,1797468,1.0,1397,0.0
1.0,1441314,1.0,74069,0.0
0.0,6155657,1.0,62834,1.0
0.0,2058994,1.0,30399,0.0
0.0,915073,1.0,91602,1.0
0.0,2448327,1.0,23972,2.0
1.0,5891917,1.0,93532,1.0
0.0,5965497,1.0,93126,0.0
1.0,27394,1.0,93054,1.0
1.0,5647070,1.0,66532,0.0
0.0,9668345,1.0,24946,0.0
0.0,3408057,1.0,83274,2.0
1.0,27288,1.0,74952,1.0
0.0,4554957,1.0,38851,0.0
1.0,8331380,1.0,6345,2.0
0.0,4331009,1.0,34257,2.0
1.0,5247748,1.0,13877,1.0
0.0,6755872,1.0,71587,0.0
0.0,2456465,1.0,14693,2.0
0.0,3564603,1.0,69966,1.0
1.0,27820,1.0,54117,1.0
1.0,2494101,1.0,71918,2.0
1.0,7005243,1.0,25185,0.0
1.0,9416195,1.0,70560,0.0
0.0,4705796,1.0,69619,2.0
1.0,27708,1.0,22252,1.0
1.0,27113,1.0,1385,1.0
0.0,841716,1.0,40346,1.0
1.0,27882,1.0,31527,1.0
1.0,1018798,1.0,61901,2.0
1.0,6430207,1.0,72928,2.0
0.0,7653529,1.0,84658,0.0
0.0,9739945,1.0,10657,0.0
0.0,6230748,1.0,98075,0.0
0.0,1632033,1.0,50397,1.0
0.0,7928306,1.0,85388,2.0
1.0,5128245,1.0,66680,1.0
1.0,8179133,1.0,451,2.0
1.0,1732884,1.0,68289,1.0
0.0,9062691,1.0,15881,1.0
1.0,27478,1.0,48450,1.0
0.0,275053,1.0,32839,0.0
0.0,1309050,1.0,60061,1.0
1.0,2010622,1.0,15181,2.0
1.0,2162911,1.0,90348,2.0
0.0,8297423,1.0,45088,0.0
1.0,7948313,1.0,69482,1.0
0.0,1404213,1.0,32829,2.0
0.0,2169403,1.0,1919,1.0
0.0,7461197,1.0,85779,0.0
1.0,6092187,1.0,57539,1.0
0.0,6683420,1.0,65688,2.0
1.0,2352705,1.0,66544,1.0
0.0,9574468,1.0,85538,0.0
1.0,27354,1.0,61669,0.0
1.0,7885022,1.0,52401,2.0
0.0,4260294,1.0,51380,0.0
1.0,6411932,1.0,44029,2.0
0.0,3471481,1.0,11840,0.0
0.0,4387835,1.0,3323,2.0
1.0,27434,1.0,122,1.0
1.0,8355045,1.0,66643,0.0
1.0,27110,1.0,86331,1.0
1.0,8496025,1.0,64090,0.0
1.0,27343,1.0,72528,1.0
1.0,1946324,1.0,91733,1.0
0.0,6303181,1.0,82287,2.0
0.0,1647906,1.0,79630,1.0
0.0,7648028,1.0,64049,1.0
0.0,8640136,1.0,8586,1.0
1.0,27084,1.0,97267,0.0
1.0,2255682,1.0,80921,0.0
0.0,512066,1.0,7885,2.0
1.0,2243054,1.0,36264,1.0
1.0,6583081,1.0,17248,0.0
0.0,4062405,1.0,29623,2.0
1.0,8950291,1.0,92430,0.0
1.0,27126,1.0,80571,1.0
1.0,2794400,1.0,20738,2.0
0.0,606797,1.0,75066,2.0
0.0,4050868,1.0,73177,2.0
1.0,7135,1.0,52527,1.0
1.0,9632619,1.0,45576,2.0
1.0,7816682,1.0,74427,0.0
0.0,5566764,1.0,39026,0.0
1.0,27854,1.0,13746,1.0
1.0,4658017,1.0,40928,2.0
0.0,2541066,1.0,75477,2.0
0.0,3524447,1.0,99596,2.0
1.0,7074182,1.0,67723,1.0
1.0,27202,1.0,81880,1.0
0.0,5192374,1.0,72851,2.0
1.0,510347,1.0,98450,1.0
1.0,27791,1.0,39146,1.0
0.0,4643694,1.0,53022,1.0
1.0,1879901,1.0,86131,0.0
1.0,27311,1.0,27594,1.0
0.0,8146531,1.0,6143,1.0
1.0,1210219,1.0,59155,0.0
1.0,449992,1.0,99420,1.0
1.0,5584188,1.0,87244,1.0
1.0,9619194,1.0,35471,0.0
1.0,6976728,1.0,87012,2.0
0.0,455747,1.0,80979,0.0
1.0,4290763,1.0,62379,2.0
0.0,8375865,1.0,79724,1.0
1.0,27497,1.0,62910,2.0
1.0,27569,1.0,48441,1.0
1.0,8982052,1.0,88691,1.0
0.0,3447401,1.0,1759,0.0
1.0,2209556,1.0,80260,2.0
1.0,27238,1.0,83206,1.0
0.0,3684923,1.0,27725,0.0
0.0,4481745,1.0,59173,0.0
0.0,9186408,1.0,7089,0.0
0.0,673728,1.0,31251,0.0
1.0,334777,1.0,18576,0.0
1.0,3333669,1.0,53571,2.0
1.0,27986,1.0,61118,2.0
1.0,27253,1.0,43518,1.0
1.0,5776019,1.0,33470,0.0
0.0,9668153,1.0,22074,2.0
1.0,7432383,1.0,85060,0.0
0.0,3350225,1.0,27402,2.0
0.0,2242195,1.0,67492,0.0
1.0,27958,1.0,78813,1.0
1.0,27889,1.0,90111,1.0
1.0,9597576,1.0,16874,1.0
1.0,7209784,1.0,97985,0.0
1.0,2600693,1.0,84805,1.0
1.0,27657,1.0,78014,1.0
1.0,27345,1.0,4034,2.0
0.0,6503576,1.0,33673,1.0
1.0,6310125,1.0,30564,2.0
1.0,5480953,1.0,1263,2.0
0.0,9293316,1.0,15637,1.0
0.0,786050,1.0,55693,0.0
1.0,27763,1.0,80348,1.0
0.0,4055015,1.0,19451,0.0
0.0,5715936,1.0,26149,1.0
0.0,1857997,1.0,6388,1.0
0.0,7451574,1.0,10626,0.0
1.0,27309,1.0,70969,1.0
0.0,1328559,1.0,86382,2.0
0.0,6875508,1.0,26348,2.0
1.0,8214878,1.0,46635,1.0
0.0,6250412,1.0,47866,2.0
1.0,27516,1.0,17883,1.0
1.0,27705,1.0,25649,0.0
0.0,9258969,1.0,28815,0.0
1.0,27381,1.0,95540,1.0
0.0,9493794,1.0,45819,1.0
1.0,2304434,1.0,39165,1.0
1.0,6419882,1.0,36293,0.0
1.0,27101,1.0,66651,1.0
0.0,7661775,1.0,15651,0.0
1.0,27197,1.0,28164,1.0
1.0,3695656,1.0,81416,1.0
1.0,27863,1.0,55590,1.0
0.0,8463768,1.0,78314,1.0
