参数一,参数二,参数三,参数四,参数五
1.0,8197713,1.0,2648,0.0
1.0,2868696,1.0,8797,2.0
0.0,2024670,1.0,1578,0.0
0.0,2781780,1.0,3337,0.0
0.0,6483336,1.0,4050,2.0
0.0,4589998,1.0,3164,2.0
1.0,2059496,1.0,531,2.0
1.0,8002092,1.0,7501,1.0
1.0,7223037,1.0,9988,2.0
1.0,4253388,1.0,8433,0.0
1.0,9626436,1.0,9567,0.0
1.0,592967,1.0,2574,0.0
1.0,9057261,1.0,2006,2.0
0.0,6979532,1.0,5581,2.0
0.0,5507772,1.0,3027,0.0
1.0,5561278,1.0,7056,1.0
0.0,951150,1.0,1165,2.0
0.0,6295248,1.0,290,2.0
0.0,3332277,1.0,5075,0.0
1.0,9920616,1.0,3237,0.0
0.0,5625403,1.0,8698,1.0
1.0,5906375,1.0,8929,0.0
1.0,3496752,1.0,9410,1.0
1.0,1575796,1.0,8557,2.0
0.0,7142615,1.0,9800,2.0
0.0,919825,1.0,4718,2.0
1.0,1443312,1.0,4578,2.0
1.0,9052016,1.0,9051,2.0
1.0,1542878,1.0,7690,0.0
1.0,5530681,1.0,3728,0.0
0.0,1675676,1.0,2805,1.0
1.0,8845794,1.0,4335,0.0
0.0,4339609,1.0,3319,2.0
1.0,27809,1.0,4658,2.0
1.0,8145647,1.0,3966,0.0
1.0,3366562,1.0,7201,0.0
1.0,8846659,1.0,732,1.0
1.0,3891929,1.0,6190,2.0
0.0,8637010,1.0,361,2.0
0.0,1848147,1.0,8240,0.0
0.0,9795108,1.0,7536,0.0
1.0,2326080,1.0,1598,1.0
0.0,7993735,1.0,9418,2.0
1.0,371520,1.0,8673,0.0
0.0,2293216,1.0,7861,0.0
1.0,2796332,1.0,8468,0.0
1.0,768993,1.0,4900,1.0
1.0,6539999,1.0,129,0.0
0.0,9586427,1.0,1259,1.0
1.0,6313711,1.0,6763,2.0
1.0,5076063,1.0,5060,0.0
1.0,3428076,1.0,5303,2.0
1.0,4290766,1.0,2561,1.0
0.0,9561150,1.0,1774,2.0
1.0,708227,1.0,2967,1.0
1.0,8402061,1.0,2884,1.0
1.0,8900462,1.0,5936,2.0
0.0,6627872,1.0,4150,0.0
1.0,7266914,1.0,8249,1.0
1.0,6129031,1.0,3453,1.0
1.0,6198165,1.0,1292,1.0
0.0,8766494,1.0,3586,2.0
1.0,4395340,1.0,2231,0.0
1.0,4372454,1.0,5840,1.0
0.0,4064853,1.0,431,2.0
1.0,2653547,1.0,3602,1.0
0.0,3986548,1.0,3705,2.0
0.0,4258056,1.0,5722,0.0
1.0,4865380,1.0,7312,0.0
0.0,2257794,1.0,2540,2.0
1.0,2962260,1.0,3110,1.0
0.0,4690176,1.0,2394,0.0
0.0,1597657,1.0,3461,2.0
0.0,8059962,1.0,8297,2.0
1.0,4361376,1.0,1555,2.0
1.0,1486866,1.0,1193,0.0
1.0,9371378,1.0,3210,1.0
0.0,6207069,1.0,9891,1.0
1.0,323227,1.0,3887,0.0
1.0,5739658,1.0,8442,2.0
0.0,2222211,1.0,4059,1.0
1.0,5784658,1.0,552,1.0
0.0,5065425,1.0,5225,2.0
1.0,1427994,1.0,7923,2.0
0.0,6065518,1.0,5219,0.0
0.0,9383588,1.0,1861,1.0
1.0,3284674,1.0,4303,1.0
0.0,2214980,1.0,1254,1.0
1.0,5814064,1.0,4081,2.0
0.0,736132,1.0,5780,1.0
0.0,5383170,1.0,5867,0.0
0.0,4245562,1.0,257,0.0
0.0,190021,1.0,9918,1.0
0.0,2766696,1.0,5111,0.0
1.0,2124240,1.0,1776,2.0
1.0,6765167,1.0,3736,0.0
1.0,3977034,1.0,3286,0.0
1.0,9801899,1.0,8967,2.0
0.0,4102758,1.0,3449,2.0
0.0,9559694,1.0,6784,2.0
0.0,820553,1.0,1067,0.0
0.0,4492116,1.0,9142,1.0
1.0,5496076,1.0,3197,2.0
1.0,27663,1.0,7903,1.0
1.0,1236416,1.0,5457,1.0
0.0,1949967,1.0,5806,2.0
0.0,8695750,1.0,7628,1.0
0.0,7107267,1.0,5393,0.0
0.0,4073210,1.0,8224,0.0
1.0,3488656,1.0,8833,1.0
0.0,5529097,1.0,838,1.0
0.0,9447817,1.0,5676,1.0
1.0,9413051,1.0,2303,1.0
1.0,8347197,1.0,8663,2.0
1.0,7257161,1.0,8551,1.0
1.0,4539242,1.0,1509,2.0
0.0,9481187,1.0,413,2.0
1.0,1195522,1.0,2713,2.0
0.0,5893182,1.0,7578,1.0
0.0,3409563,1.0,505,2.0
0.0,3093762,1.0,1196,1.0
0.0,2668229,1.0,1303,0.0
0.0,5285142,1.0,7142,0.0
1.0,765219,1.0,6277,2.0
0.0,8242792,1.0,4832,0.0
1.0,7798726,1.0,8010,2.0
1.0,7066289,1.0,9363,0.0
0.0,1506970,1.0,3958,0.0
1.0,4160236,1.0,650,0.0
0.0,2605612,1.0,6990,2.0
0.0,8058173,1.0,59,0.0
1.0,27076,1.0,2015,2.0
0.0,2661518,1.0,2777,0.0
1.0,6811009,1.0,4635,2.0
1.0,9386154,1.0,3654,1.0
0.0,9871407,1.0,3327,1.0
1.0,7661180,1.0,9423,0.0
1.0,7058664,1.0,7697,2.0
1.0,1070909,1.0,3238,1.0
0.0,4637434,1.0,3808,1.0
0.0,7603590,1.0,897,1.0
1.0,221467,1.0,1427,1.0
0.0,7031585,1.0,3053,1.0
0.0,3006176,1.0,7920,0.0
1.0,2080104,1.0,4639,0.0
0.0,7339463,1.0,1285,2.0
1.0,1386145,1.0,52,1.0
1.0,9123362,1.0,6823,0.0
1.0,7430664,1.0,1391,2.0
0.0,8047449,1.0,5617,0.0
1.0,27153,1.0,751,1.0
0.0,4687123,1.0,3561,2.0
0.0,1006114,1.0,3467,1.0
0.0,9002932,1.0,3366,0.0
0.0,3236370,1.0,4713,1.0
0.0,2503480,1.0,616,2.0
0.0,462497,1.0,9224,0.0
1.0,6499824,1.0,324,2.0
0.0,4157547,1.0,5791,0.0
1.0,6046248,1.0,2014,2.0
1.0,9351573,1.0,5746,1.0
0.0,9675651,1.0,3476,2.0
0.0,6720447,1.0,1706,0.0
0.0,8418574,1.0,6212,1.0
0.0,2413689,1.0,6854,0.0
1.0,9974387,1.0,4758,0.0
0.0,6639442,1.0,8894,2.0
0.0,8082931,1.0,7150,2.0
1.0,8928664,1.0,1853,2.0
0.0,9607121,1.0,7741,2.0
0.0,7414306,1.0,9210,2.0
1.0,7206597,1.0,9688,1.0
0.0,197542,1.0,5689,1.0
1.0,7313077,1.0,6991,1.0
1.0,474810,1.0,3539,2.0
0.0,7555572,1.0,2159,1.0
1.0,594736,1.0,9808,2.0
0.0,7103426,1.0,3690,1.0
0.0,9075836,1.0,1632,1.0
0.0,7661105,1.0,1406,2.0
1.0,5891015,1.0,8359,0.0
1.0,7078155,1.0,576,0.0
0.0,1254800,1.0,227,2.0
1.0,3381034,1.0,2504,1.0
