参数一,参数二,参数三,参数四,参数五
0.0,26626,1.0,10705,13000350
1.0,3288,1.0,56802,13000318
0.0,33487,1.0,47135,13000715
1.0,6100,1.0,94513,13000842
0.0,35804,1.0,96951,13000193
0.0,31572,1.0,59981,13000436
1.0,35022,1.0,46145,13000305
0.0,6680,1.0,36655,13000878
0.0,39624,1.0,59035,13000972
1.0,1184,1.0,81782,13000069
1.0,46095,1.0,56772,13000272
1.0,935,1.0,88960,13000957
1.0,47315,1.0,81005,13000240
0.0,1237,1.0,631,13000776
0.0,31730,1.0,46963,13000850
1.0,30030,1.0,69321,13000318
1.0,2445,1.0,19939,13000491
1.0,13740,1.0,93048,13000025
1.0,27441,1.0,86189,13000945
0.0,6830,1.0,83305,13000204
1.0,35828,1.0,9829,13000603
1.0,19160,1.0,97082,13000551
0.0,7586,1.0,58258,13000351
1.0,35668,1.0,8754,13000577
1.0,40189,1.0,26676,13000429
0.0,6018,1.0,37524,13000859
0.0,26176,1.0,16787,13000059
0.0,35937,1.0,28766,13000388
1.0,8882,1.0,31788,13000646
1.0,27236,1.0,86923,13000998
0.0,31811,1.0,42226,13000257
1.0,38821,1.0,35526,13000336
1.0,31998,1.0,41891,13000939
1.0,5471,1.0,86767,13000312
1.0,1671,1.0,85496,13000276
0.0,32422,1.0,88733,13000981
0.0,13736,1.0,70256,13000594
1.0,3404,1.0,13884,13000972
1.0,24975,1.0,15856,13000839
0.0,655,1.0,31601,13000166
1.0,5826,1.0,38496,13000285
0.0,336,1.0,31510,13000847
1.0,20160,1.0,28019,13000312
1.0,3372,1.0,60662,13000397
1.0,45411,1.0,15002,13000655
1.0,4201,1.0,27277,13000710
1.0,27666,1.0,88018,13000999
0.0,43611,1.0,52237,13000335
1.0,27440,1.0,86305,13000967
0.0,11631,1.0,61048,13000944
0.0,12593,1.0,93389,13000172
1.0,19897,1.0,54112,13000101
0.0,3483,1.0,55313,13000052
1.0,7818,1.0,2329,13000097
1.0,16631,1.0,30655,13000346
1.0,25424,1.0,97984,13000611
1.0,20855,1.0,34564,13000400
0.0,29892,1.0,75506,13000783
1.0,31104,1.0,95874,13000024
1.0,49391,1.0,92654,13000402
1.0,2231,1.0,85279,13000763
0.0,1322,1.0,37659,13000135
0.0,10268,1.0,46125,13000294
1.0,25636,1.0,38860,13000040
1.0,22949,1.0,17610,13000339
0.0,10965,1.0,3144,13000452
1.0,15451,1.0,14799,13000340
0.0,15905,1.0,14605,13000592
1.0,5473,1.0,14302,13000870
1.0,1990,1.0,73111,13000780
1.0,14637,1.0,46075,13000815
0.0,24706,1.0,70623,13000783
1.0,8341,1.0,29775,13000399
1.0,27112,1.0,80952,13000941
0.0,39046,1.0,53507,13000770
1.0,42718,1.0,53981,13000107
1.0,39616,1.0,11396,13000361
0.0,31912,1.0,24493,13000631
1.0,2771,1.0,1077,13000193
0.0,2369,1.0,95310,13000188
0.0,48985,1.0,67940,13000253
0.0,24322,1.0,22957,13000303
1.0,32375,1.0,43071,13000043
0.0,34813,1.0,22473,13000409
1.0,18300,1.0,71403,13000767
0.0,1516,1.0,72290,13000780
1.0,9536,1.0,18131,13000770
0.0,43199,1.0,86101,13000141
0.0,1636,1.0,39385,13000256
1.0,23409,1.0,94416,13000607
1.0,27483,1.0,21171,13000051
0.0,36372,1.0,75130,13000966
0.0,31345,1.0,530,13000295
1.0,15750,1.0,97191,13000176
1.0,31835,1.0,61512,13000072
1.0,13958,1.0,60064,13000192
1.0,19373,1.0,21944,13000206
1.0,41777,1.0,5646,13000783
0.0,46977,1.0,45042,13000988
1.0,19600,1.0,57455,13000143
0.0,36373,1.0,78388,13000631
0.0,19981,1.0,79374,13000056
1.0,23147,1.0,25357,13000649
1.0,47645,1.0,85936,13000464
1.0,34140,1.0,92937,13000652
1.0,35204,1.0,55804,13000690
1.0,27428,1.0,81687,13000959
0.0,30296,1.0,917,13000323
1.0,40212,1.0,59852,13000340
0.0,41834,1.0,27416,13000208
1.0,18844,1.0,17651,13000513
1.0,9725,1.0,530,13000878
0.0,27284,1.0,12426,13000141
0.0,119,1.0,76563,13000422
1.0,20598,1.0,50144,13000888
1.0,44132,1.0,60873,13000631
1.0,20551,1.0,35470,13000570
1.0,47696,1.0,41120,13000693
1.0,48796,1.0,69673,13000116
0.0,20276,1.0,15168,13000694
1.0,42969,1.0,20399,13000650
1.0,47523,1.0,20214,13000401
0.0,13163,1.0,20770,13000964
0.0,31278,1.0,3532,13000223
0.0,40170,1.0,45218,13000280
0.0,32520,1.0,22979,13000348
1.0,31578,1.0,28779,13000518
0.0,21875,1.0,90483,13000971
1.0,5456,1.0,21562,13000261
0.0,49667,1.0,59175,13000371
0.0,19171,1.0,21799,13000570
1.0,47688,1.0,53922,13000453
0.0,39511,1.0,32032,13000761
1.0,27343,1.0,85293,13000962
1.0,49817,1.0,24490,13000531
1.0,45143,1.0,32538,13000599
1.0,27685,1.0,89509,13000923
1.0,4649,1.0,76265,13000787
1.0,15867,1.0,23760,13000338
0.0,12021,1.0,53299,13000117
0.0,3635,1.0,84233,13000542
0.0,23860,1.0,3791,13000208
1.0,22041,1.0,51678,13000790
1.0,22123,1.0,20167,13000138
1.0,36539,1.0,37497,13000302
1.0,46650,1.0,25362,13000053
0.0,30063,1.0,74742,13000696
1.0,3305,1.0,65572,13000287
1.0,46380,1.0,46865,13000368
0.0,20831,1.0,55112,13000164
1.0,28495,1.0,3279,13000921
0.0,34977,1.0,41003,13000593
0.0,11100,1.0,81362,13000751
0.0,30583,1.0,38417,13000607
0.0,36352,1.0,27464,13000194
1.0,812,1.0,76363,13000087
1.0,14052,1.0,25421,13000860
0.0,21814,1.0,45937,13000078
0.0,27070,1.0,63428,13000289
0.0,17770,1.0,66435,13000314
1.0,48044,1.0,80422,13000839
1.0,31883,1.0,17751,13000007
1.0,6517,1.0,40401,13000337
1.0,48653,1.0,48543,13000232
0.0,12685,1.0,36087,13000693
1.0,25755,1.0,84893,13000397
1.0,40409,1.0,1324,13000364
1.0,40914,1.0,36817,13000177
1.0,48967,1.0,59763,13000393
0.0,35313,1.0,98781,13000590
0.0,24598,1.0,34757,13000179
0.0,6260,1.0,73208,13000075
1.0,3221,1.0,96905,13000390
0.0,6075,1.0,1987,13000762
0.0,30233,1.0,83843,13000702
1.0,25611,1.0,4139,13000940
1.0,7363,1.0,9580,13000704
1.0,28279,1.0,31152,13000945
0.0,41127,1.0,49511,13000789
1.0,23300,1.0,12689,13000768
0.0,29503,1.0,82461,13000202
0.0,24482,1.0,95733,13000598
0.0,49652,1.0,32520,13000963
0.0,22924,1.0,82043,13000284
0.0,34110,1.0,64063,13000008
0.0,33859,1.0,16815,13000775
0.0,31757,1.0,85598,13000595
0.0,7300,1.0,53151,13000748
0.0,34887,1.0,56533,13000737
0.0,10226,1.0,74126,13000209
1.0,44103,1.0,85774,13000708
1.0,44233,1.0,47409,13000316
0.0,16576,1.0,36221,13000703
1.0,14754,1.0,94568,13000840
1.0,8092,1.0,72890,13000496
1.0,27716,1.0,21092,13000030
0.0,25002,1.0,89062,13000948
1.0,15677,1.0,90103,13000801
0.0,18636,1.0,9185,13000444
1.0,20309,1.0,90427,13000565
1.0,27412,1.0,18779,13000034
1.0,2289,1.0,38892,13000949
1.0,27965,1.0,75992,13000926
1.0,5640,1.0,12700,13000266
1.0,27405,1.0,86604,13000902
1.0,16386,1.0,70565,13000725
0.0,28608,1.0,51737,13000943
0.0,14949,1.0,47263,13000167
1.0,4264,1.0,44139,13000412
1.0,14003,1.0,73021,13000822
0.0,10881,1.0,30621,13000111
1.0,24499,1.0,32535,13000039
1.0,30823,1.0,80467,13000810
0.0,9568,1.0,71852,13000210
0.0,46171,1.0,74012,13000381
1.0,41072,1.0,22052,13000879
0.0,25826,1.0,38170,13000891
1.0,27569,1.0,81132,13000905
1.0,29091,1.0,33646,13000967
0.0,16999,1.0,87052,13000481
0.0,14229,1.0,63532,13000567
1.0,15640,1.0,76923,13000547
0.0,4570,1.0,92557,13000639
0.0,7205,1.0,15491,13000370
0.0,26209,1.0,85752,13000645
0.0,5513,1.0,13240,13000373
1.0,3996,1.0,907,13000972
1.0,3335,1.0,51517,13000396
0.0,9032,1.0,61853,13000423
1.0,21268,1.0,32562,13000013
1.0,1889,1.0,7886,13000809
0.0,15189,1.0,94659,13000427
1.0,30869,1.0,14466,13000444
0.0,35823,1.0,82291,13000401
1.0,29715,1.0,29637,13000739
0.0,40197,1.0,75133,13000619
1.0,38528,1.0,93604,13000575
1.0,30755,1.0,84427,13000594
0.0,28081,1.0,89297,13000979
0.0,48188,1.0,69587,13000397
1.0,27786,1.0,84246,13000993
1.0,32398,1.0,20160,13000352
1.0,49334,1.0,64143,13000882
1.0,19939,1.0,93054,13000207
1.0,27723,1.0,22722,13000008
0.0,10619,1.0,20996,13000298
1.0,32574,1.0,82040,13000222
1.0,1216,1.0,14173,13000343
0.0,9386,1.0,80659,13000633
0.0,25777,1.0,43641,13000458
1.0,8277,1.0,38162,13000144
1.0,24604,1.0,63523,13000923
1.0,42665,1.0,77235,13000987
1.0,7492,1.0,92886,13000419
0.0,23582,1.0,94541,13000779
0.0,45591,1.0,29999,13000452
0.0,4396,1.0,41376,13000157
1.0,11578,1.0,68365,13000981
1.0,2045,1.0,4822,13000004
1.0,27227,1.0,18577,13000365
1.0,14135,1.0,46372,13000876
1.0,24904,1.0,58111,13000740
1.0,38437,1.0,41528,13000803
1.0,39674,1.0,22740,13000111
1.0,33560,1.0,68002,13000884
1.0,22504,1.0,88252,13000540
0.0,31499,1.0,85862,13000744
1.0,15004,1.0,24611,13000390
0.0,23821,1.0,19360,13000431
0.0,42591,1.0,45266,13000091
1.0,27203,1.0,26753,13000561
1.0,41411,1.0,43528,13000638
0.0,47121,1.0,88896,13000689
0.0,48845,1.0,76085,13000691
1.0,45194,1.0,33482,13000846
0.0,17109,1.0,43211,13000639
1.0,842,1.0,39503,13000830
0.0,47282,1.0,91117,13000248
1.0,27203,1.0,83807,13000984
0.0,12732,1.0,84768,13000277
0.0,31202,1.0,45850,13000524
0.0,20531,1.0,42608,13000822
1.0,39005,1.0,62017,13000687
0.0,32860,1.0,26661,13000129
0.0,11328,1.0,89957,13000373
1.0,30456,1.0,42839,13000885
1.0,10553,1.0,62091,13000571
1.0,18814,1.0,40175,13000910
1.0,47997,1.0,81116,13000657
0.0,4414,1.0,30936,13000122
0.0,42536,1.0,28994,13000637
1.0,32773,1.0,64589,13000985
0.0,15704,1.0,73916,13000028
0.0,30112,1.0,57039,13000341
0.0,26393,1.0,27030,13000987
0.0,21730,1.0,17597,13000275
1.0,33185,1.0,12730,13000233
0.0,35562,1.0,9094,13000101
0.0,32471,1.0,40883,13000738
1.0,30095,1.0,86652,13000214
1.0,7763,1.0,27178,13000626
1.0,8347,1.0,89963,13000524
1.0,37686,1.0,37578,13000840
1.0,9323,1.0,87392,13000332
1.0,26135,1.0,48842,13000319
0.0,21668,1.0,10078,13000007
0.0,44326,1.0,63872,13000415
1.0,37076,1.0,68470,13000278
1.0,7407,1.0,83927,13000883
0.0,22955,1.0,74682,13000674
1.0,46777,1.0,74821,13000475
0.0,20589,1.0,46634,13000261
0.0,40958,1.0,57857,13000705
1.0,264,1.0,10088,13000435
0.0,28872,1.0,98369,13000060
0.0,19502,1.0,65456,13000550
1.0,48319,1.0,10096,13000029
0.0,15621,1.0,11843,13000873
1.0,47929,1.0,16228,13000052
0.0,37120,1.0,30286,13000058
0.0,13850,1.0,34065,13000725
0.0,15813,1.0,71146,13000843
0.0,11738,1.0,85269,13000930
1.0,6974,1.0,28105,13000074
1.0,46829,1.0,92762,13000274
1.0,27336,1.0,86249,13000976
1.0,27593,1.0,82742,13000943
0.0,13803,1.0,32205,13000063
1.0,43976,1.0,60319,13000548
1.0,24324,1.0,71909,13000275
0.0,27631,1.0,33274,13000588
0.0,49237,1.0,24484,13000323
0.0,23037,1.0,7257,13000140
1.0,43660,1.0,85119,13000609
1.0,11324,1.0,49488,13000617
1.0,22527,1.0,71170,13000249
0.0,35261,1.0,20725,13000514
0.0,3765,1.0,3411,13000497
0.0,36143,1.0,2059,13000374
0.0,5338,1.0,70140,13000283
1.0,21948,1.0,28964,13000910
0.0,24763,1.0,49750,13000879
0.0,30492,1.0,51345,13000842
1.0,28811,1.0,25649,13000245
0.0,10101,1.0,44904,13000418
1.0,34292,1.0,83007,13000680
1.0,26213,1.0,33078,13000078
0.0,30906,1.0,90088,13000403
1.0,44046,1.0,96785,13000351
0.0,2115,1.0,29012,13000453
0.0,15854,1.0,48262,13000352
0.0,3573,1.0,68608,13000593
1.0,27900,1.0,86201,13000901
1.0,39701,1.0,67775,13000740
1.0,40175,1.0,99314,13000262
0.0,12295,1.0,66371,13000481
0.0,1560,1.0,18369,13000647
0.0,35150,1.0,92944,13000904
0.0,33972,1.0,69338,13000121
0.0,21326,1.0,70826,13000791
0.0,35465,1.0,74402,13000381
0.0,15025,1.0,59970,13000616
0.0,22235,1.0,42407,13000524
1.0,39704,1.0,32718,13000098
0.0,40909,1.0,33481,13000576
1.0,36694,1.0,23985,13000131
0.0,19090,1.0,62517,13000306
1.0,2996,1.0,78709,13000060
1.0,10773,1.0,26187,13000783
1.0,39219,1.0,28073,13000590
0.0,9531,1.0,50248,13000294
1.0,27825,1.0,76601,13000959
1.0,16926,1.0,44987,13000057
1.0,5942,1.0,90888,13000070
1.0,26774,1.0,18371,13000674
0.0,19027,1.0,80324,13000151
1.0,7805,1.0,80346,13000020
0.0,44668,1.0,83843,13000000
0.0,8356,1.0,76549,13000691
0.0,28919,1.0,82608,13000807
1.0,40910,1.0,13570,13000615
1.0,39333,1.0,81698,13000516
0.0,33988,1.0,93329,13000369
0.0,38165,1.0,91760,13000933
1.0,38810,1.0,10938,13000202
1.0,2292,1.0,71315,13000730
1.0,28122,1.0,2994,13000844
0.0,38404,1.0,64160,13000174
1.0,32463,1.0,73389,13000981
0.0,47104,1.0,81032,13000393
1.0,30191,1.0,86879,13000406
1.0,1534,1.0,55812,13000092
1.0,21420,1.0,46971,13000036
1.0,1511,1.0,43700,13000073
1.0,8956,1.0,72268,13000901
1.0,21281,1.0,38513,13000142
0.0,39100,1.0,24389,13000650
